geometry,points_per_tet,step_fraction,volume_ml,Z_base_ohm,dZ_dV_ohm_per_ml,derivative_error_ohm_per_ml,decrease_slope_ohm_per_ml,increase_slope_ohm_per_ml,one_sided_gap_relative_to_central,derivative_relative_error,elasticity,material_volume_slope
individual,16384,0.005,782.8918539180374,165.79844870356382,-0.015646465993526155,0.0,-0.012446145163979372,-0.01884678682307294,0.4090790637158501,0.0,-0.07388181774148239,0.9995437925047875
sphere,4096,0.005,782.8918539180374,169.47973441524738,-0.007941229709629086,0.00770523628389707,-0.007907633040977934,-0.00797482637828024,0.008461326489628067,0.49245857096964707,-0.03668358385863263,0.9974324330889074
ellipsoid,4096,0.005,782.8918539180374,166.16836995036323,-0.01433446498258135,0.001312001010944806,-0.014462382700125771,-0.014206547265036928,0.017847574736812536,0.08385286565590315,-0.0675359327920745,0.9990743469808382
individual,16384,0.01,782.8918539180374,165.79844870356382,-0.015545879149488693,0.0,-0.012475000550133793,-0.01861675774884359,0.3950730054988109,0.0,-0.0734068517727172,0.9995476549424359
sphere,4096,0.01,782.8918539180374,169.47973441524738,-0.007980588126657548,0.007565291022831145,-0.007986999856622056,-0.007974176396693037,0.0016068314421821424,0.4866428556457657,-0.036865395472752784,0.9996120057244934
ellipsoid,4096,0.01,782.8918539180374,166.16836995036323,-0.01440551500512553,0.0011403641443631634,-0.014466050514334626,-0.014344979495916432,0.008404490806133412,0.07335475423406146,-0.06787068051745175,0.9974523019558937
