state,rho2,rho1,rho3_fat,rmse_ohm,exitflag,CEM_solves,seconds,quadrature_max_difference_ohm,quadrature_within_tolerance
inhale,0.1,4.77880962115775,23.1086075206695,19.487574188827,2,72,149.4628377,0.0647486225469578,1
inhale,1,4.57776272478008,23.1086075206695,16.8460033090148,3,45,87.3003568,0.0660555706968751,1
inhale,5,4.30974736537341,23.1086075206695,13.5970113220202,3,54,108.4669925,0.0685746539169969,1
inhale,10,4.20045876501864,23.1086075206695,12.4680995223373,3,63,184.1940347,0.0696021508276772,1
inhale,20,4.11580297259319,23.1086075206695,11.7027364580002,3,45,115.0781565,0.0703888560474297,1
inhale,40,4.05801280579063,23.1086075206695,11.2394752767795,2,63,148.5015889,0.0709195372046167,1
inhale,60,4.0347865091188,23.1086075206695,11.0670905247495,3,54,132.2239637,0.0711305872318775,1
inhale,100,4.01401898220738,23.1086075206695,10.9196480302234,3,45,109.1598839,0.0713174044082336,1
