case_id,L_mm,dZ_dlnrho1,dZ_dlnrho2,dZ_dlnrho3
inhale_f50000_fat100_p2_s0,50,89.1552378469728,0.22366545652152,20.4685577266948
inhale_f50000_fat100_p2_s0,60,90.6708338022817,0.359514883463373,15.8332318030457
inhale_f50000_fat100_p2_s0,70,66.9719274427897,0.425231940759521,7.45061280023711
inhale_f50000_fat100_p2_s0,80,67.7643001094864,0.539022693517267,9.50328174818665
inhale_f50000_fat100_p2_s0,90,56.7359374931826,0.645939880320792,5.42759166201836
inhale_f50000_fat100_p2_s0,110,55.904938406374,0.856586854610185,6.7658566989721
inhale_f50000_fat100_p2_s0,120,51.3135269026606,0.981824067599683,4.45846520302439
inhale_f50000_fat100_p2_s0,130,47.8905212726834,1.0116252949657,4.22537844575167
inhale_f50000_fat100_p2_s0,140,46.6776604490276,1.10732923152225,2.60033330845083
inhale_f100000_fat100_p2_s0,50,89.1171670579747,0.223788097383435,20.4935227721554
inhale_f100000_fat100_p2_s0,60,90.6375732134597,0.359678473325771,15.8650169238185
inhale_f100000_fat100_p2_s0,70,66.9603664947175,0.425435198449622,7.47101848355281
inhale_f100000_fat100_p2_s0,80,67.7532708636417,0.539299627176758,9.51549321601945
inhale_f100000_fat100_p2_s0,90,56.7343759969249,0.646252974536043,5.43355317849367
inhale_f100000_fat100_p2_s0,110,55.8930651788184,0.85694518095199,6.77243325604752
inhale_f100000_fat100_p2_s0,120,51.3015453294953,0.982225807155231,4.46595520540869
inhale_f100000_fat100_p2_s0,130,47.8756850977407,1.01198312253181,4.23254335912541
inhale_f100000_fat100_p2_s0,140,46.6637086713239,1.10770354152596,2.60695478542426
inhale_f50000_fat075_p2_s0,50,84.9347129884334,0.23435327961324,22.642883616438
inhale_f50000_fat075_p2_s0,60,86.9900245317598,0.37326402766885,18.7150745899631
inhale_f50000_fat075_p2_s0,70,65.7393390706134,0.442889962954358,9.42262653793124
inhale_f50000_fat075_p2_s0,80,66.9202744556252,0.56286373404638,10.6696808534607
inhale_f50000_fat075_p2_s0,90,57.0686956761449,0.673307864591997,6.13377710192683
inhale_f50000_fat075_p2_s0,110,55.6898797976492,0.890152863178104,7.5271680161367
inhale_f50000_fat075_p2_s0,120,51.3892264839577,1.02125311753248,5.37137528149626
inhale_f50000_fat075_p2_s0,130,47.894111758419,1.05209071025922,5.1141761670003
inhale_f50000_fat075_p2_s0,140,47.0730589659878,1.15397530148987,3.51107534507057
inhale_f50000_fat125_p2_s0,50,92.2987646643863,0.215565749744562,18.771086418314
inhale_f50000_fat125_p2_s0,60,93.2650443742284,0.349027356931575,13.588864241833
inhale_f50000_fat125_p2_s0,70,67.7325618507221,0.411850577894612,6.01153077233273
inhale_f50000_fat125_p2_s0,80,68.4529326647109,0.520954763314043,8.62733331184503
inhale_f50000_fat125_p2_s0,90,56.4982681322228,0.625153944285926,5.0116124142304
inhale_f50000_fat125_p2_s0,110,56.0921417921509,0.831323043592472,6.26983843332873
inhale_f50000_fat125_p2_s0,120,51.2024637569109,0.952088747879735,3.88141227677818
inhale_f50000_fat125_p2_s0,130,47.8344677188232,0.98108562070003,3.65183107084628
inhale_f50000_fat125_p2_s0,140,46.2765932065323,1.07254101064159,2.06206928830902
inhale_f50000_fat100_p3_s0,50,19.7732103543447,0.15787532497169,73.0400703081283
inhale_f50000_fat100_p3_s0,60,22.184937446254,0.245145326068074,74.160881064677
inhale_f50000_fat100_p3_s0,70,20.6949752084812,0.310916211543914,58.7449904091363
inhale_f50000_fat100_p3_s0,80,23.4150807080286,0.411091113165009,60.7477764794708
inhale_f50000_fat100_p3_s0,90,23.2472461767625,0.503512874319053,52.507187546873
inhale_f50000_fat100_p3_s0,110,22.5872505137308,0.724992338405438,45.7344375606852
inhale_f50000_fat100_p3_s0,120,21.9345845261128,0.878277788165138,39.1175744592222
inhale_f50000_fat100_p3_s0,130,20.3660144577181,0.949056284997248,34.0629119843572
inhale_f50000_fat100_p3_s0,140,20.8264898085951,1.131806707822,30.9069372770436
inhale_f50000_fat100_p3_s1,50,87.3924523720841,0.833633412931312,20.2954940161102
inhale_f50000_fat100_p3_s1,60,88.0078221242675,1.33622329411072,15.5650568564283
inhale_f50000_fat100_p3_s1,70,63.8961298072977,1.5835680044146,7.20331432730107
inhale_f50000_fat100_p3_s1,80,63.8990156314227,2.00719748971428,9.22552313038971
inhale_f50000_fat100_p3_s1,90,52.174529461021,2.40678031186412,5.10423549303312
inhale_f50000_fat100_p3_s1,110,49.9146861813484,3.212991865357,6.29480837354932
inhale_f50000_fat100_p3_s1,120,44.4531491878895,3.7055600081808,3.94199601462734
inhale_f50000_fat100_p3_s1,130,40.772099837193,3.86407745351756,3.68617828506607
inhale_f50000_fat100_p3_s1,140,38.7942229979093,4.27887185507687,2.03853385025432
