request_id,kind,frequency_hz,state,model,rho1,rho2,rho_bone,rho_heart,L_mm,Z,dZ_dlogrho1,dZ_dlogrho2,dZ_dlogrho_bone,dZ_dlogrho_heart,relative_residual,reciprocity_abs
50000_exhale_bones,literature,50000,exhale,bones,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,80,38.4170955952422,37.1691928843386,1.18926285945643,0.0433282411107371,0,2.10444556582247e-10,1.4210854715202e-14
50000_exhale_bones,literature,50000,exhale,bones,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,90,32.7032423155135,31.179995316872,1.41337770223106,0.049831158289001,0,2.1122861187116e-10,2.1316282072803e-14
50000_exhale_bones,literature,50000,exhale,bones,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,110,30.4275278862488,28.7521093615662,1.87705364101855,0.0604632506887121,0,2.09421398224032e-10,0
50000_exhale_bones,literature,50000,exhale,bones,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,120,27.8789324418251,25.6040933595979,2.18772265670451,0.0662856476015666,0,2.95611621554848e-10,7.105427357601e-15
50000_exhale_bones,literature,50000,exhale,bones,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,130,25.555415354946,23.2228515592228,2.28789333469167,0.0658810458281824,0,4.30671397429408e-10,3.5527136788005e-15
50000_exhale_bones,literature,50000,exhale,bones,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,140,24.6418709140509,22.0383489981471,2.58085840111067,0.0707082555210951,0,3.17104246784568e-10,0
50000_exhale_bones_heart,literature,50000,exhale,bones_heart,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,50,48.9529676082627,48.2012525854871,0.498107092720131,0.0203382477770047,0.00634988496723697,1.15508283380547e-10,2.1316282072803e-14
50000_exhale_bones_heart,literature,50000,exhale,bones_heart,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,60,48.1749191740566,47.8410209955176,0.770105175760253,0.0299869142951596,0.010096496702959,1.95221858515248e-10,7.105427357601e-15
50000_exhale_bones_heart,literature,50000,exhale,bones_heart,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,70,37.1698625588266,36.2268211118627,0.928361749213581,0.0350480057820935,0.0125322507397725,1.43311189259027e-10,1.4210854715202e-14
50000_exhale_bones_heart,literature,50000,exhale,bones_heart,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,80,38.4286261504777,37.156624279928,1.19653412378473,0.0434113768958668,0.0167121597558342,2.05985946726547e-10,1.4210854715202e-14
50000_exhale_bones_heart,literature,50000,exhale,bones_heart,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,90,32.7173528152934,31.1645877462096,1.4223305038458,0.0499332834798196,0.0204582199229408,2.25789922637606e-10,2.1316282072803e-14
50000_exhale_bones_heart,literature,50000,exhale,bones_heart,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,110,30.4478216666687,28.7298341768803,1.89009247220996,0.0606100890388806,0.029429283515759,2.56895150190725e-10,3.5527136788005e-15
50000_exhale_bones_heart,literature,50000,exhale,bones_heart,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,120,27.9040687679863,25.5763705785648,2.2039312829873,0.0664657821778877,0.0364400382776846,2.29533354700438e-10,3.5527136788005e-15
50000_exhale_bones_heart,literature,50000,exhale,bones_heart,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,130,25.5829110771606,23.1922955803699,2.30582112944972,0.0660792153330709,0.0398727344462255,3.09680114153979e-10,1.4210854715202e-14
50000_exhale_bones_heart,literature,50000,exhale,bones_heart,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,140,24.6749210583929,22.0016657029159,2.60246209780653,0.0709440966335683,0.0479155846579447,2.89698160948246e-10,1.06581410364015e-14
100000_inhale_two_tissue,literature,100000,inhale,two_tissue,2.76358599815597,9.31525292470551,48.0976735255785,4.64880905754772,50,47.7502607005118,47.2154559403942,0.316308876729894,0,0,2.03557390633324e-10,1.4210854715202e-14
100000_inhale_two_tissue,literature,100000,inhale,two_tissue,2.76358599815597,9.31525292470551,48.0976735255785,4.64880905754772,60,47.0680546007898,47.0447164418978,0.489713422030986,0,0,1.82416688576472e-10,1.4210854715202e-14
100000_inhale_two_tissue,literature,100000,inhale,two_tissue,2.76358599815597,9.31525292470551,48.0976735255785,4.64880905754772,70,36.439740859938,35.8846838372201,0.589521038514901,0,0,1.36142441074697e-10,0
100000_inhale_two_tissue,literature,100000,inhale,two_tissue,2.76358599815597,9.31525292470551,48.0976735255785,4.64880905754772,80,37.7669775537597,36.9929312892478,0.759534911511188,0,0,3.15409788862387e-10,0
100000_inhale_two_tissue,literature,100000,inhale,two_tissue,2.76358599815597,9.31525292470551,48.0976735255785,4.64880905754772,90,32.3061448175506,31.3454923392535,0.90196307602442,0,0,1.40738342757347e-10,2.1316282072803e-14
100000_inhale_two_tissue,literature,100000,inhale,two_tissue,2.76358599815597,9.31525292470551,48.0976735255785,4.64880905754772,110,30.297003692249,29.3618601785573,1.19046534084571,0,0,4.07944348162844e-10,3.5527136788005e-15
100000_inhale_two_tissue,literature,100000,inhale,two_tissue,2.76358599815597,9.31525292470551,48.0976735255785,4.64880905754772,120,27.9769510493165,26.5748441447549,1.38078728640278,0,0,2.43128214777753e-10,3.19744231092045e-14
100000_inhale_two_tissue,literature,100000,inhale,two_tissue,2.76358599815597,9.31525292470551,48.0976735255785,4.64880905754772,130,25.7760081460166,24.3630418883696,1.43207046987441,0,0,5.03368174341902e-10,3.5527136788005e-15
100000_inhale_two_tissue,literature,100000,inhale,two_tissue,2.76358599815597,9.31525292470551,48.0976735255785,4.64880905754772,140,25.0250173553854,23.4709458805261,1.60114628267017,0,0,1.69891712075409e-10,0
100000_inhale_bones,literature,100000,inhale,bones,2.76358599815597,9.31525292470551,48.0976735255785,4.64880905754772,50,47.9907230735787,47.3936345010798,0.357132587952751,0.0215327300535458,0,2.35686025787557e-10,0
