request_id,kind,frequency_hz,state,model,rho1,rho2,rho_bone,rho_heart,L_mm,Z,dZ_dlogrho1,dZ_dlogrho2,dZ_dlogrho_bone,dZ_dlogrho_heart,relative_residual,reciprocity_abs,Z_experiment,residual_ohm,residual_pct
50000_inhale_bones_heart,literature,50000,inhale,bones_heart,2.84229947307531,9.74127148952717,48.4451260579635,5.11678442048387,110,31.9944637583594,30.7700102772708,1.37292967652269,0.0701171550998755,0.0461887664464982,2.50872096293412e-10,3.5527136788005e-15,65.581,-33.5865362416406,-51.21382144468764
50000_inhale_bones_heart,literature,50000,inhale,bones_heart,2.84229947307531,9.74127148952717,48.4451260579635,5.11678442048387,120,29.7032907340914,27.9509222371591,1.59404674115266,0.0780905113945151,0.0573551096544387,4.33175895222944e-10,7.105427357601e-15,62.821,-33.1177092659086,-52.717577348193444
50000_inhale_bones_heart,literature,50000,inhale,bones_heart,2.84229947307531,9.74127148952717,48.4451260579635,5.11678442048387,130,27.4596960722713,25.6775068107246,1.65839203866631,0.0790293391236706,0.0632053472574634,4.18461136126186e-10,3.5527136788005e-15,60.925,-33.4653039277287,-54.92868925355552
50000_inhale_bones_heart,literature,50000,inhale,bones_heart,2.84229947307531,9.74127148952717,48.4451260579635,5.11678442048387,140,26.7859127405722,24.81351842496,1.85919308346263,0.0862986837184508,0.0761411129019378,4.26324777456211e-10,0.0,50.103,-23.3170872594278,-46.53830560930044
50000_exhale_two_tissue,literature,50000,exhale,two_tissue,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,50,48.7368502529641,48.0452656744998,0.464609403606876,0.0,0.0,1.01565795266235e-10,0.0,83.134,-34.3971497470359,-41.375550012071955
50000_exhale_two_tissue,literature,50000,exhale,two_tissue,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,60,47.8541589382042,47.6112906011898,0.718488669258195,0.0,0.0,2.13055869679412e-10,1.4210854715202e-14,97.44,-49.5858410617958,-50.88858893862459
50000_exhale_two_tissue,literature,50000,exhale,two_tissue,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,70,36.7946424479319,35.9610132583867,0.865826409606777,0.0,0.0,2.16245838592665e-10,2.8421709430404e-14,85.633,-48.838357552068096,-57.03216931798267
50000_exhale_two_tissue,literature,50000,exhale,two_tissue,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,80,37.9611445517818,36.8313934337933,1.11569050855868,0.0,0.0,2.2608772486692602e-10,0.0,79.63,-41.668855448218196,-52.328086711312565
50000_exhale_two_tissue,literature,50000,exhale,two_tissue,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,90,32.1782424043396,30.7932202162172,1.32549721649389,0.0,0.0,2.90990063900079e-10,7.105427357601e-15,70.327,-38.1487575956604,-54.24482431450282
50000_exhale_two_tissue,literature,50000,exhale,two_tissue,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,110,29.7845196952256,28.2903128041164,1.75513220373705,0.0,0.0,2.1531482647433701e-10,7.105427357601e-15,61.474,-31.689480304774396,-51.54940349541985
50000_exhale_two_tissue,literature,50000,exhale,two_tissue,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,120,27.1678516965196,25.1072717059523,2.0405298056396,0.0,0.0,3.55421359221506e-10,0.0,57.685,-30.5171483034804,-52.90309145094981
50000_exhale_two_tissue,literature,50000,exhale,two_tissue,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,130,24.8421985419772,22.7380333788405,2.12608939381437,0.0,0.0,2.52331090675358e-10,7.105427357601e-15,55.784,-30.9418014580228,-55.467161655712744
50000_exhale_two_tissue,literature,50000,exhale,two_tissue,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,140,23.8683409512148,21.52503825683,2.39075437686953,0.0,0.0,5.24748197246109e-10,1.4210854715202e-14,46.828,-22.959659048785202,-49.029766483268986
50000_exhale_bones,literature,50000,exhale,bones,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,50,48.9485890650066,48.2059794869955,0.495374417744046,0.0203060237857502,0.0,1.23916015201799e-10,7.105427357601e-15,83.134,-34.1854109349934,-41.120854205251035
50000_exhale_bones,literature,50000,exhale,bones,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,60,48.1679528953955,47.8485467807178,0.765740588349658,0.0299363774398443,0.0,1.3945792439474601e-10,7.105427357601e-15,97.44,-49.272047104604496,-50.566550805218085
50000_exhale_bones,literature,50000,exhale,bones,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,70,37.1612203294338,36.2361945162393,0.922918104266035,0.0349848684707607,0.0,1.67454748326358e-10,7.105427357601e-15,85.633,-48.47177967056619,-56.604089160214166
50000_exhale_bones,literature,50000,exhale,bones,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,80,38.4170955952422,37.1691928843386,1.18926285945643,0.0433282411107371,0.0,2.10444556582247e-10,1.4210854715202e-14,79.63,-41.21290440475779,-51.75549969202285
50000_exhale_bones,literature,50000,exhale,bones,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,90,32.7032423155135,31.179995316872,1.41337770223106,0.049831158289001,0.0,2.1122861187116e-10,2.1316282072803e-14,70.327,-37.6237576844865,-53.49831172165243
50000_exhale_bones,literature,50000,exhale,bones,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,110,30.4275278862488,28.7521093615662,1.87705364101855,0.0604632506887121,0.0,2.09421398224032e-10,0.0,61.474,-31.046472113751197,-50.503419516789535
50000_exhale_bones,literature,50000,exhale,bones,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,120,27.8789324418251,25.6040933595979,2.18772265670451,0.0662856476015666,0.0,2.95611621554848e-10,7.105427357601e-15,57.685,-29.806067558174902,-51.670395350914276
50000_exhale_bones,literature,50000,exhale,bones,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,130,25.555415354946,23.2228515592228,2.28789333469167,0.0658810458281824,0.0,4.30671397429408e-10,3.5527136788005e-15,55.784,-30.228584645054,-54.18862871980137
