state,model,rmse_ohm,mean_bias_ohm,mape_pct,minimum_relative_residual_pct,maximum_relative_residual_pct
exhale,reference,37.47411915358535,-36.52745005776056,51.64651581998362,-57.0321693179829,-41.37555001207208
exhale,variable_transverse,37.46933034825761,-36.52169418368913,51.636496254617484,-57.0299894253929,-41.37469721135962
inhale,reference,40.26238553219923,-39.33395281985091,52.586019826283334,-57.72497544205113,-42.688848498953654
inhale,variable_transverse,40.2434493048339,-39.31197197050048,52.551088820352646,-57.714738703662796,-42.684134335033896
