point_id,kind,model,rho1,rho2,L_mm,Z,dZ_dlogrho1,dZ_dlogrho2,relative_residual,reciprocity_abs,elapsed_seconds
inflated,literature_named_tissues,variable_transverse,2.84229947307531,9.74127148952717,50,49.1133921296528,48.5602800193263,0.326543856778472,2.84421054531589e-10,7.105427357601e-15,1.8277588
inflated,literature_named_tissues,variable_transverse,2.84229947307531,9.74127148952717,60,48.4372390071486,48.4083810691518,0.505815248012249,2.79620215796595e-10,1.4210854715202e-14,3.5426283
inflated,literature_named_tissues,variable_transverse,2.84229947307531,9.74127148952717,70,37.4977240123659,36.9224305933351,0.609139622827084,3.64591779014948e-10,7.105427357601e-15,5.1674551
inflated,literature_named_tissues,variable_transverse,2.84229947307531,9.74127148952717,80,38.8680098087246,38.0663004638424,0.785208523218894,4.19908629313884e-10,7.105427357601e-15,6.6407031
inflated,literature_named_tissues,variable_transverse,2.84229947307531,9.74127148952717,90,33.2567949114686,32.2637936844749,0.932795784629696,5.03769366376224e-10,7.105427357601e-15,8.1959543
inflated,literature_named_tissues,variable_transverse,2.84229947307531,9.74127148952717,110,31.2151689602162,30.2459995002716,1.23244922963208,6.31529521002965e-10,3.5527136788005e-15,9.652927
inflated,literature_named_tissues,variable_transverse,2.84229947307531,9.74127148952717,120,28.8318153668257,27.3797613779967,1.43013159611238,6.04861765681582e-10,7.105427357601e-15,11.1882249
inflated,literature_named_tissues,variable_transverse,2.84229947307531,9.74127148952717,130,26.5742233348617,25.1106123533954,1.48304472026871,6.71750847860333e-10,2.1316282072803e-14,12.6269422
inflated,literature_named_tissues,variable_transverse,2.84229947307531,9.74127148952717,140,25.8128847342316,24.2023387831467,1.65911985332096,7.4558571213485e-10,3.5527136788005e-15,14.0992562
inflated,literature_named_tissues,reference,2.84229947307531,9.74127148952717,50,49.1093526097316,48.5602292927376,0.322554714365407,1.35187051115246e-10,1.4210854715202e-14,1.4213318
inflated,literature_named_tissues,reference,2.84229947307531,9.74127148952717,60,48.4304395080946,48.4079438241163,0.499419399530992,2.25914938028046e-10,7.105427357601e-15,2.9849025
inflated,literature_named_tissues,reference,2.84229947307531,9.74127148952717,70,37.4886462774979,36.9212356768244,0.601205166564363,3.0894224625203e-10,1.4210854715202e-14,4.6774358
inflated,literature_named_tissues,reference,2.84229947307531,9.74127148952717,80,38.8551682040103,38.0642085751902,0.774489578947577,2.60458111875026e-10,0,6.1442845
inflated,literature_named_tissues,reference,2.84229947307531,9.74127148952717,90,33.239972547707,32.2599719084522,0.919788616160668,3.95307696590865e-10,1.4210854715202e-14,7.7211091
inflated,literature_named_tissues,reference,2.84229947307531,9.74127148952717,110,31.1875995950666,30.236842171672,1.21406433105711,4.65533384614433e-10,2.1316282072803e-14,9.2106055
inflated,literature_named_tissues,reference,2.84229947307531,9.74127148952717,120,28.7967074796323,27.3667818074239,1.40803016516461,5.44802078760807e-10,1.4210854715202e-14,10.8050275
inflated,literature_named_tissues,reference,2.84229947307531,9.74127148952717,130,26.5351141041071,25.0943540482573,1.46023343282358,5.28743776816107e-10,3.5527136788005e-15,12.1960245
inflated,literature_named_tissues,reference,2.84229947307531,9.74127148952717,140,25.7664242954944,24.1823009663841,1.63259516497954,4.83398199176044e-10,3.5527136788005e-15,13.6132869
deflated,literature_named_tissues,variable_transverse,2.84229947307531,3.81728305178192,50,48.7375592203083,48.043207036501,0.467376389020148,8.04591212218323e-11,7.105427357601e-15,1.4028427
deflated,literature_named_tissues,variable_transverse,2.84229947307531,3.81728305178192,60,47.8554350067659,47.6077315973835,0.723334404946995,1.42897609723034e-10,2.8421709430404e-14,2.8446495
deflated,literature_named_tissues,variable_transverse,2.84229947307531,3.81728305178192,70,36.7965091553533,35.9560592933162,0.872660863740839,2.09361021359058e-10,7.105427357601e-15,4.3257123
deflated,literature_named_tissues,variable_transverse,2.84229947307531,3.81728305178192,80,37.9639211583791,36.8241887009591,1.12566234413988,2.80033465733936e-10,0,5.7355251
deflated,literature_named_tissues,variable_transverse,2.84229947307531,3.81728305178192,90,32.1821612713274,30.7834513370136,1.3391876402939,2.5357939281702e-10,7.105427357601e-15,7.1403694
deflated,literature_named_tissues,variable_transverse,2.84229947307531,3.81728305178192,110,29.7917403281453,28.2733007572133,1.77934948375885,1.68942457229177e-10,2.1316282072803e-14,8.5360533
deflated,literature_named_tissues,variable_transverse,2.84229947307531,3.81728305178192,120,27.1774039391557,25.0851821496473,2.07216614938554,4.24618850229433e-10,1.4210854715202e-14,10.0009318
deflated,literature_named_tissues,variable_transverse,2.84229947307531,3.81728305178192,130,24.8533199419455,22.7128090448809,2.16242372709105,1.65803909105412e-10,3.5527136788005e-15,11.4550882
deflated,literature_named_tissues,variable_transverse,2.84229947307531,3.81728305178192,140,23.8817023254173,21.494918525453,2.43426318595076,4.24089284739772e-10,0,12.8708557
deflated,literature_named_tissues,reference,2.84229947307531,3.81728305178192,50,48.736850252964,48.0452656744457,0.464609403606823,8.37808620292776e-11,0,1.4034329
deflated,literature_named_tissues,reference,2.84229947307531,3.81728305178192,60,47.854158938204,47.611290601361,0.718488669258117,1.91075611695106e-10,0,2.8754616
deflated,literature_named_tissues,reference,2.84229947307531,3.81728305178192,70,36.7946424479317,35.9610132581121,0.865826409606683,2.284863114497e-10,2.1316282072803e-14,4.3046301
deflated,literature_named_tissues,reference,2.84229947307531,3.81728305178192,80,37.9611445517815,36.831393433962,1.11569050855855,1.95999999016478e-10,1.4210854715202e-14,5.6932255
deflated,literature_named_tissues,reference,2.84229947307531,3.81728305178192,90,32.1782424043392,30.7932202156555,1.32549721649372,2.96144750052583e-10,1.4210854715202e-14,7.1179787
deflated,literature_named_tissues,reference,2.84229947307531,3.81728305178192,110,29.7845196952252,28.2903128038763,1.75513220373682,2.5193365285236e-10,3.5527136788005e-15,8.5180992
deflated,literature_named_tissues,reference,2.84229947307531,3.81728305178192,120,27.167851696519,25.107271705971,2.04052980563934,3.57057066759703e-10,7.105427357601e-15,9.9610599
