subject,chamber_key,chamber_label,phase_percent,cardiac_phase,modeled_volume_ml,change_from_0_ml,change_from_0_percent,change_from_previous_1pct_ml,measured_count,measured_mean_ml,measured_min_ml,measured_max_ml,model,model_residual_rmse_ml,cycle_offsets_ml,phase_kind
nix,heart_atrium_left,Левое предсердие,94.0,Поздняя диастола,41.36867828247597,3.950225090775774,10.556890394528589,-0.7743537430163059,0,,,,periodic_fourier_ridge_with_cycle_contrasts,4.169044463441518,"{""1"": 0.740979395294293, ""2"": -0.740979395294293}",periodic_model
nix,heart_atrium_left,Левое предсердие,95.0,Поздняя диастола,40.6091818105278,3.190728618827606,8.527152639049609,-0.759496471948168,0,,,,periodic_fourier_ridge_with_cycle_contrasts,4.169044463441518,"{""1"": 0.740979395294293, ""2"": -0.740979395294293}",periodic_model
nix,heart_atrium_left,Левое предсердие,96.0,Поздняя диастола,39.87501512481802,2.4565619331178254,6.565108184810581,-0.7341666857097806,0,,,,periodic_fourier_ridge_with_cycle_contrasts,4.169044463441518,"{""1"": 0.740979395294293, ""2"": -0.740979395294293}",periodic_model
nix,heart_atrium_left,Левое предсердие,97.0,Поздняя диастола,39.177252299293,1.7587991075928073,4.700352252890366,-0.6977628255250181,0,,,,periodic_fourier_ridge_with_cycle_contrasts,4.169044463441518,"{""1"": 0.740979395294293, ""2"": -0.740979395294293}",periodic_model
nix,heart_atrium_left,Левое предсердие,98.0,Поздняя диастола,38.52739631165532,1.1089431199551285,2.963626300301221,-0.6498559876376788,0,,,,periodic_fourier_ridge_with_cycle_contrasts,4.169044463441518,"{""1"": 0.740979395294293, ""2"": -0.740979395294293}",periodic_model
nix,heart_atrium_left,Левое предсердие,99.0,Поздняя диастола,37.93719566583576,0.5187424741355642,1.3863279475449475,-0.5902006458195643,0,,,,periodic_fourier_ridge_with_cycle_contrasts,4.169044463441518,"{""1"": 0.740979395294293, ""2"": -0.740979395294293}",periodic_model
nix,heart_atrium_left,Левое предсердие,100.0,Поздняя диастола,37.418453191700195,0.0,0.0,-0.5187424741355642,0,,,,periodic_fourier_ridge_with_cycle_contrasts,4.169044463441518,"{""1"": 0.740979395294293, ""2"": -0.740979395294293}",periodic_model_boundary
nix,heart_ventricle_left,Левый желудочек,0.0,Уменьшение объёма желудочков,150.60371883439086,0.0,0.0,0.0,0,,,,periodic_fourier_ridge_with_cycle_contrasts,2.538592471321868,"{""1"": -1.6204725949522663, ""2"": 1.6204725949522663}",periodic_model_boundary
nix,heart_ventricle_left,Левый желудочек,1.0,Уменьшение объёма желудочков,149.8264821869486,-0.7772366474422654,-0.5160806475814466,-0.7772366474422654,1,153.70158889770505,153.70158889770505,153.70158889770505,periodic_fourier_ridge_with_cycle_contrasts,2.538592471321868,"{""1"": -1.6204725949522663, ""2"": 1.6204725949522663}",measured_phase_reference
nix,heart_ventricle_left,Левый желудочек,2.0,Уменьшение объёма желудочков,148.9603922539718,-1.6433265804190569,-1.0911593638840462,-0.8660899329767915,0,,,,periodic_fourier_ridge_with_cycle_contrasts,2.538592471321868,"{""1"": -1.6204725949522663, ""2"": 1.6204725949522663}",periodic_model
