k,subset_id,sizes_mm,sizes_mm_json,subset_indices_json,worst_sigma_logrho1_unit_ohm_error,worst_sigma_logrho2_unit_ohm_error,worst_max_unit_logrho_error,worst_kappa,g1,g2,g1_max,g2_max,rank2_min,g1_relative_full9,g2_relative_full9,attenuation_relative_full9,uncertainty_inflation_relative_full9,global_rank,rank_within_count
5,60-70-110-120-130,60|70|110|120|130,"[60, 70, 110, 120, 130]","[1, 2, 5, 6, 7]",0.04681571077058701,4.346939438942431,4.346939438942431,170.1269664551883,38.365654598909096,0.42066891256016514,269.746613762859,13.777053966472277,2,0.7243204988631322,0.7733019553144599,0.7243204988631322,1.3939645085300691,200,60
5,50-60-70-90-140,50|60|70|90|140,"[50, 60, 70, 90, 140]","[0, 1, 2, 4, 8]",0.03435520692308532,4.352369767658637,4.352369767658637,190.36066922938326,43.17261925271704,0.3450098205715891,305.3715587144068,11.44826578625876,2,0.8150731022648898,0.6342203117102048,0.6342203117102048,1.395705891313604,201,61
4,50-60-90-140,50|60|90|140,"[50, 60, 90, 140]","[0, 1, 4, 8]",0.036232791035030715,4.355105860481899,4.355105860481899,172.81103496155302,39.16100111714751,0.32993504375449845,277.02257495464863,10.972059203511126,2,0.739336163078487,0.6065088406684315,0.6065088406684315,1.3965832939876563,202,29
4,60-90-120-140,60|90|120|140,"[60, 90, 120, 140]","[1, 4, 6, 8]",0.05055789428646435,4.358576865818709,4.358576865818709,151.76268801202892,34.09162367558485,0.40366415863992944,238.79164337564853,13.339296938385543,2,0.6436293639690934,0.7420426702483718,0.6436293639690934,1.397696366372582,203,30
3,60-120-140,60|120|140,"[60, 120, 140]","[1, 6, 8]",0.05291809902107652,4.358655362264766,4.358655362264766,133.81917161593103,30.059615508158842,0.37253031231976486,211.165936685773,12.36381138792671,2,0.5675074732368219,0.6848103349913667,0.5675074732368219,1.397721538395654,204,6
6,50-60-70-80-110-130,50|60|70|80|110|130,"[50, 60, 70, 80, 110, 130]","[0, 1, 2, 3, 5, 7]",0.03468713435272321,4.397032604783564,4.397032604783564,208.987235979118,46.87788227903556,0.374164536454593,331.5461269981348,12.241760130768073,2,0.8850262411256682,0.6878144759705362,0.6878144759705362,1.4100282463123095,205,64
5,50-60-70-110-130,50|60|70|110|130,"[50, 60, 70, 110, 130]","[0, 1, 2, 5, 7]",0.03553959268340827,4.403641293576175,4.403641293576175,191.63922372186912,42.93330474657553,0.3505348971519847,304.11066032776625,11.500280707444528,2,0.8105549882307158,0.644376879964511,0.644376879964511,1.4121475023438732,206,62
5,50-60-80-110-130,50|60|80|110|130,"[50, 60, 80, 110, 130]","[0, 1, 3, 5, 7]",0.036299385242883106,4.407052295032569,4.407052295032569,193.13673870522817,43.21162809157126,0.3603116111738881,305.63467161024266,11.797626233772325,2,0.8158095656959025,0.662349094796542,0.662349094796542,1.4132413328504962,207,63
4,50-60-110-130,50|60|110|130,"[50, 60, 110, 130]","[0, 1, 5, 7]",0.037609571849113656,4.411166289159535,4.411166289159535,173.97066078306165,38.897012890702534,0.33570831227092846,275.6320226095429,11.026320782679555,2,0.7343522240353082,0.6171216520719178,0.6171216520719178,1.4145605971010897,208,31
7,70-80-90-110-120-130-140,70|80|90|110|120|130|140,"[70, 80, 90, 110, 120, 130, 140]","[2, 3, 4, 5, 6, 7, 8]",0.05629293168298987,4.430961049828976,4.430961049828976,186.66304280130967,41.06211801661096,0.5347972126207873,283.2094468953831,17.609035088784637,2,0.7752281074597945,0.9831002906762915,0.7752281074597945,1.4209083261678561,209,35
6,60-80-90-110-120-130,60|80|90|110|120|130,"[60, 80, 90, 110, 120, 130]","[1, 3, 4, 5, 6, 7]",0.047643630258102754,4.457372547459403,4.457372547459403,190.58785506232297,41.88744345271138,0.4561556712278639,293.467017791613,14.893211714437468,2,0.7908097556253307,0.8385361075091006,0.7908097556253307,1.4293778921305458,210,65
5,60-80-110-120-130,60|80|110|120|130,"[60, 80, 110, 120, 130]","[1, 3, 5, 6, 7]",0.048513929610550406,4.457805229276805,4.457805229276805,175.9823449822044,38.67686128248697,0.4288497137925155,271.4636152449161,14.026216325041537,2,0.7301958939959726,0.7883404556650431,0.7301958939959726,1.4295166433382442,211,64
6,70-80-90-120-130-140,70|80|90|120|130|140,"[70, 80, 90, 120, 130, 140]","[2, 3, 4, 6, 7, 8]",0.056383134831934065,4.465520012503332,4.465520012503332,174.791109798637,38.17604144929383,0.4938313346973566,262.90481593175735,16.284921771835023,2,0.7207407165668008,0.9077940520798475,0.7207407165668008,1.4319905986716082,212,66
7,50-60-70-80-90-110-120,50|60|70|80|90|110|120,"[50, 60, 70, 80, 90, 110, 120]","[0, 1, 2, 3, 4, 5, 6]",0.0355983294133722,4.480767321331474,4.480767321331474,226.64902192617942,49.85327178250985,0.4006347984915858,351.8286514080734,13.008859533114075,2,0.9411998065710994,0.7364738961932393,0.7364738961932393,1.436880063467602,213,36
6,50-60-70-90-110-120,50|60|70|90|110|120,"[50, 60, 70, 90, 110, 120]","[0, 1, 2, 4, 5, 6]",0.03634197909442238,4.4821672212713555,4.4821672212713555,209.91810900991663,46.163638471377034,0.37866060732992235,326.10406214757637,12.31365874153783,2,0.8715417473386695,0.6960794565652867,0.6960794565652867,1.4373289795059085,214,67
6,70-80-110-120-130-140,70|80|110|120|130|140,"[70, 80, 110, 120, 130, 140]","[2, 3, 5, 6, 7, 8]",0.0592711929997483,4.48999665768749,4.48999665768749,174.18118453659045,37.78146656325999,0.5117051292038638,260.3405359930063,16.88209424164706,2,0.7132913798806748,0.9406508661397504,0.7132913798806748,1.4398397015067974,215,68
6,60-70-80-90-110-140,60|70|80|90|110|140,"[60, 70, 80, 90, 110, 140]","[1, 2, 3, 4, 5, 8]",0.04265979331715665,4.495231888626882,4.495231888626882,198.48908988126772,43.37659165918138,0.4188023772204421,305.5091077731033,13.801766293745496,2,0.8189239786997927,0.7698707642167224,0.7698707642167224,1.4415185208752233,216,69
5,50-60-70-80-140,50|60|70|80|140,"[50, 60, 70, 80, 140]","[0, 1, 2, 3, 8]",0.03359134529077529,4.495451610718799,4.495451610718799,201.4619867908877,44.266058366490135,0.3346494331929272,313.46600030063337,11.117284447555939,2,0.8357165755131505,0.6151751491642593,0.6151751491642593,1.4415889807475484,217,65
4,50-60-80-140,50|60|80|140,"[50, 60, 80, 140]","[0, 1, 3, 8]",0.03512396542851852,4.495621462065397,4.495621462065397,183.71170216175818,40.36326149684469,0.31908556837122887,285.9207084268543,10.626255555951937,2,0.762034116419557,0.5865646035795582,0.5865646035795582,1.4416434482072886,218,32
6,50-60-80-90-110-120,50|60|80|90|110|120,"[50, 60, 80, 90, 110, 120]","[0, 1, 3, 4, 5, 6]",0.037146819741324826,4.501942212756557,4.501942212756557,212.12545215679665,46.42259862155442,0.3877287693334559,327.52575183405224,12.591811625211966,2,0.8764307593240793,0.7127491633086817,0.7127491633086817,1.443670369045387,219,70
5,50-60-90-110-120,50|60|90|110|120,"[50, 60, 90, 110, 120]","[0, 1, 4, 5, 6]",0.03824547947978472,4.5021552209822255,4.5021552209822255,193.90620725363843,42.43572165373361,0.364978372441311,299.72250084367687,11.872214842041114,2,0.801160918513908,0.6709278499774772,0.6709278499774772,1.4437386759336648,220,66
5,70-80-120-130-140,70|80|120|130|140,"[70, 80, 120, 130, 140]","[2, 3, 6, 7, 8]",0.05958145837484905,4.512460596927261,4.512460596927261,160.32591654368287,34.622995543407946,0.468725364958578,238.093565873688,15.49598871774856,2,0.6536613454485494,0.8616425659362489,0.6536613454485494,1.4470433753701801,221,67
6,60-70-80-90-120-130,60|70|80|90|120|130,"[60, 70, 80, 90, 120, 130]","[1, 2, 3, 4, 6, 7]",0.043330408499855276,4.51891024717375,4.51891024717375,198.22097394071997,43.08319357214659,0.41965934767250146,302.563255862287,13.69689825746198,2,0.8133847991656954,0.7714461050760958,0.7714461050760958,1.4491116313609342,222,71
5,60-70-90-110-140,60|70|90|110|140,"[60, 70, 90, 110, 140]","[1, 2, 4, 5, 8]",0.04524076136631617,4.524327645038854,4.524327645038854,180.0962903273889,39.08019336521472,0.39783293597509695,275.4927845331785,13.148555741142346,2,0.737810561292101,0.7313233236221958,0.7313233236221958,1.4508488675149256,223,68
5,60-70-80-110-140,60|70|80|110|140,"[60, 70, 80, 110, 140]","[1, 2, 3, 5, 8]",0.04295404979890015,4.524542566093225,4.524542566093225,185.44725108871748,40.28486544135415,0.3888823881227754,284.43877865483574,12.861405135247608,2,0.7605540460124323,0.7148698231407549,0.7148698231407549,1.4509177878038177,224,69
4,50-60-70-140,50|60|70|140,"[50, 60, 70, 140]","[0, 1, 2, 8]",0.03443243561396686,4.528466695923654,4.528466695923654,183.56656361530935,40.06515609355242,0.30800301446157885,284.2910352825136,10.295133740686772,2,0.7564060655838859,0.5661919058300315,0.5661919058300315,1.452176166897273,225,33
3,50-60-140,50|60|140,"[50, 60, 140]","[0, 1, 8]",0.03651359339024062,4.529152964076896,4.529152964076896,163.59850941873867,35.7061015536263,0.29101754882457215,253.59635428144645,9.762841409710468,2,0.6741097359124859,0.5349680777865337,0.5349680777865337,1.452396237469314,226,7
4,60-70-110-140,60|70|110|140,"[60, 70, 110, 140]","[1, 2, 5, 8]",0.04592375361953578,4.544541580965463,4.544541580965463,164.7832442987663,35.617456297765266,0.3662036667936915,251.92435015333731,12.157775590285075,2,0.6724361667627251,0.6731802686617224,0.6724361667627251,1.4573310165430355,227,34
5,60-70-80-120-130,60|70|80|120|130,"[60, 70, 80, 120, 130]","[1, 2, 3, 6, 7]",0.04365333643276307,4.544967823753251,4.544967823753251,184.86029591669526,39.96877841560459,0.3898051419818483,281.27233718999946,12.748804300838149,2,0.7545865129527567,0.7165660914938221,0.7165660914938221,1.4574677029005383,228,70
5,50-70-80-90-140,50|70|80|90|140,"[50, 70, 80, 90, 140]","[0, 2, 3, 4, 8]",0.03947492430370346,4.546847803237724,4.546847803237724,188.30780480064135,40.79159414906699,0.35935771396896604,285.56096511783755,11.888489021962618,2,0.7701207794409627,0.6605955766455431,0.6605955766455431,1.4580705695185183,229,71
4,50-70-90-140,50|70|90|140,"[50, 70, 90, 140]","[0, 2, 4, 8]",0.04144117967453092,4.546852232822655,4.546852232822655,167.06391130156774,36.18959743790202,0.33468429955716966,253.19068742068202,11.123485805991022,2,0.6832378475987863,0.6152392428655963,0.6152392428655963,1.4580719899855545,230,35
5,60-70-90-120-130,60|70|90|120|130,"[60, 70, 90, 120, 130]","[1, 2, 4, 6, 7]",0.04607874337752714,4.553434637315286,4.553434637315286,179.78550994823726,38.754282058506284,0.3987349769834364,272.22230473551286,13.038434995275432,2,0.7316575517128795,0.7329815162166461,0.7316575517128795,1.460182817240546,231,72
4,60-70-120-130,60|70|120|130,"[60, 70, 120, 130]","[1, 2, 6, 7]",0.04682743585771129,4.570045202299421,4.570045202299421,164.0875950329294,35.25955271314298,0.36718341805773447,248.34368738877058,12.038595281503044,2,0.6656791622056886,0.6749813134872011,0.6656791622056886,1.4655094472476458,232,36
5,60-90-110-120-130,60|90|110|120|130,"[60, 90, 110, 120, 130]","[1, 4, 5, 6, 7]",0.052442084198907966,4.5829152208522315,4.5829152208522315,175.29691323187686,37.42045868905541,0.43698239114913445,262.0750845254649,14.2899797208329,2,0.706475768202181,0.8032904914628882,0.706475768202181,1.4696365691776228,233,73
4,50-80-90-140,50|80|90|140,"[50, 80, 90, 140]","[0, 3, 4, 8]",0.04263901136112185,4.5850211538102315,4.5850211538102315,170.1264769472158,36.51935252135982,0.344910602033982,255.01918155673772,11.430637116007837,2,0.6894634253727048,0.6340379215053569,0.6340379215053569,1.4703118939301365,234,37
4,60-110-120-130,60|110|120|130,"[60, 110, 120, 130]","[1, 5, 6, 7]",0.05429755187978945,4.585912141376624,4.585912141376624,158.41610729279876,33.788051263130704,0.40839648725349553,237.17705158671347,13.38396464608375,2,0.6378980992864332,0.7507419557453429,0.6378980992864332,1.4705976133569971,235,38
3,50-90-140,50|90|140,"[50, 90, 140]","[0, 4, 8]",0.04605579707430819,4.588013940980642,4.588013940980642,145.92450605676382,31.295301853066675,0.3191221352029909,218.16333871527323,10.632743302112301,2,0.5908364887101419,0.58663182319493,0.58663182319493,1.4712716126369956,236,8
6,50-70-80-90-110-130,50|70|80|90|110|130,"[50, 70, 80, 90, 110, 130]","[0, 2, 3, 4, 5, 7]",0.041141785253912086,4.592346907733363,4.592346907733363,203.61660909193589,43.61199464463648,0.3964174867395915,305.2981588251352,12.946151893003545,2,0.8233682455744562,0.7287213494121139,0.7287213494121139,1.4726610964231794,237,72
6,50-60-70-80-110-120,50|60|70|80|110|120,"[50, 60, 70, 80, 110, 120]","[0, 1, 2, 3, 5, 6]",0.03559855601721342,4.598308373205378,4.598308373205378,219.99107009884045,47.187820325603504,0.36924561255209654,333.6959751359921,12.006557190889371,2,0.8908776851542849,0.6787721784337541,0.6787721784337541,1.4745728026715734,238,73
