k,subset_id,sizes_mm,sizes_mm_json,subset_indices_json,worst_sigma_logrho1_unit_ohm_error,worst_sigma_logrho2_unit_ohm_error,worst_max_unit_logrho_error,worst_kappa,g1,g2,g1_max,g2_max,rank2_min,g1_relative_full9,g2_relative_full9,attenuation_relative_full9,uncertainty_inflation_relative_full9,global_rank,rank_within_count
6,50-70-90-120-130-140,50|70|90|120|130|140,"[50, 70, 90, 120, 130, 140]","[0, 2, 4, 6, 7, 8]",0.04015929278617225,3.490189759647334,3.490189759647334,145.49815112961676,40.84658963956229,0.4792122742087374,283.06106187559175,15.831997771718582,2,0.7711590612460621,0.8809203095161092,0.7711590612460621,1.1192243925457432,35,11
5,50-70-120-130-140,50|70|120|130|140,"[50, 70, 120, 130, 140]","[0, 2, 6, 7, 8]",0.04133820115456566,3.4906149731264415,3.4906149731264415,133.74533047799758,37.5471112716204,0.45329734653854925,260.1791087318015,15.019292349159013,2,0.7088668928355241,0.8332817423654569,0.7088668928355241,1.119360748827387,36,3
7,50-60-70-80-110-120-140,50|60|70|80|110|120|140,"[50, 60, 70, 80, 110, 120, 140]","[0, 1, 2, 3, 5, 6, 8]",0.03247621461433987,3.5012788429018236,3.5012788429018236,173.6471532755187,48.80703893771118,0.45947354368864707,343.6185194939193,15.135452548713493,2,0.9214475593073939,0.8446352443476011,0.8446352443476011,1.122780409073237,37,15
6,50-60-70-110-120-140,50|60|70|110|120|140,"[50, 60, 70, 110, 120, 140]","[0, 1, 2, 5, 6, 8]",0.03374857438909967,3.5028215215496386,3.5028215215496386,160.31008074286174,45.03176500385549,0.4404447197218682,317.2288548299471,14.542272487651847,2,0.8501726565928945,0.8096551772651776,0.8096551772651776,1.123275110992444,38,12
7,50-60-80-90-110-120-140,50|60|80|90|110|120|140,"[50, 60, 80, 90, 110, 120, 140]","[0, 1, 3, 4, 5, 6, 8]",0.034079549995062366,3.5087901655161375,3.5087901655161375,171.5737063788481,48.067601620673386,0.4744546485489064,337.6296806142694,15.60378890786093,2,0.9074874272060623,0.8721745212832425,0.8721745212832425,1.1251891192205816,39,16
6,50-60-90-110-120-140,50|60|90|110|120|140,"[50, 60, 90, 110, 120, 140]","[0, 1, 4, 5, 6, 8]",0.035662949521885846,3.5165164204480686,3.5165164204480686,158.27708246421213,44.22925655105421,0.45605134284501164,310.73181463960236,15.029104881257627,2,0.8350217793577273,0.8383443240422325,0.8350217793577273,1.127666753268685,40,13
6,50-60-80-110-120-140,50|60|80|110|120|140,"[50, 60, 80, 110, 120, 140]","[0, 1, 3, 5, 6, 8]",0.034372666231040856,3.528096925388005,3.528096925388005,162.49423120252052,45.29719643890126,0.4482647589943311,318.69013963728236,14.778539085677178,2,0.8551838425470051,0.8240305006595976,0.8240305006595976,1.131380357542191,41,14
5,50-60-110-120-140,50|60|110|120|140,"[50, 60, 110, 120, 140]","[0, 1, 5, 6, 8]",0.036176675904544396,3.5327492668525937,3.5327492668525937,148.04249909511353,41.20156325577487,0.428738740886939,290.04114277039594,14.170426343538365,2,0.7778607497606029,0.7881364577885492,0.7778607497606029,1.1328722575270633,42,4
6,50-80-90-120-130-140,50|80|90|120|130|140,"[50, 80, 90, 120, 130, 140]","[0, 3, 4, 6, 7, 8]",0.04114350004534364,3.5503324650350527,3.5503324650350527,149.1397779907592,41.13903293764624,0.48640944355314564,284.6977757472798,16.049289138322433,2,0.7766802149386508,0.8941506314167421,0.7766802149386508,1.1385107888563062,43,15
5,50-80-120-130-140,50|80|120|130|140,"[50, 80, 120, 130, 140]","[0, 3, 6, 7, 8]",0.042358838553812964,3.5503366687148574,3.5503366687148574,137.2669962521771,37.86504602803737,0.460899367979888,261.9588276538613,15.248169433452617,2,0.714869309939608,0.8472562906845913,0.714869309939608,1.1385121368807118,44,5
7,50-60-70-80-90-130-140,50|60|70|80|90|130|140,"[50, 60, 70, 80, 90, 130, 140]","[0, 1, 2, 3, 4, 7, 8]",0.03197703056311939,3.5700088834470667,3.5700088834470667,176.9630071403343,48.81540161486332,0.4436214187531303,343.4898324604108,14.662154361022695,2,0.9216054416255766,0.8154947995880398,0.8154947995880398,1.1448205682554893,45,17
6,50-60-70-90-130-140,50|60|70|90|130|140,"[50, 60, 70, 90, 130, 140]","[0, 1, 2, 4, 7, 8]",0.03311441177358038,3.5700913348913863,3.5700913348913863,163.28813330784396,45.04082863708892,0.42388156005848177,317.08945804174533,14.049004795970955,2,0.850343772540577,0.7792076605330005,0.7792076605330005,1.144847008556458,46,16
6,50-90-110-120-130-140,50|90|110|120|130|140,"[50, 90, 110, 120, 130, 140]","[0, 4, 5, 6, 7, 8]",0.0451732327941911,3.576439890731315,3.576439890731315,144.9229705185516,39.58333280323724,0.511476717023115,273.31654081605217,16.877644585056725,2,0.7473095314662356,0.9402309834702284,0.7473095314662356,1.146882845872709,47,17
8,60-70-80-90-110-120-130-140,60|70|80|90|110|120|130|140,"[60, 70, 80, 90, 110, 120, 130, 140]","[1, 2, 3, 4, 5, 6, 7, 8]",0.0400899487449881,3.5772732687678057,3.5772732687678057,172.9549165321654,47.33165564854832,0.5413189951846603,330.6869448374062,17.8159751289338,2,0.8935932095981841,0.9950890710643774,0.8935932095981841,1.147150091234963,48,8
7,60-70-80-110-120-130-140,60|70|80|110|120|130|140,"[60, 70, 80, 110, 120, 130, 140]","[1, 2, 3, 5, 6, 7, 8]",0.04083111891268402,3.577379369755685,3.577379369755685,162.67353775665538,44.51547265944058,0.5185174396047927,311.3253272000765,17.0978349220184,2,0.8404253674517247,0.9531737143844347,0.8404253674517247,1.147184115406107,49,18
5,50-110-120-130-140,50|110|120|130|140,"[50, 110, 120, 130, 140]","[0, 5, 6, 7, 8]",0.047196173586911846,3.585489752124651,3.585489752124651,132.81917267132368,36.168797539764626,0.4872807329284866,249.54265237427788,16.11775033822335,2,0.6828451580238869,0.895752294286231,0.6828451580238869,1.1497849303775936,50,6
6,50-60-80-90-130-140,50|60|80|90|130|140,"[50, 60, 80, 90, 130, 140]","[0, 1, 3, 4, 7, 8]",0.03371004815683518,3.5891144246285522,3.5891144246285522,165.20398676115389,45.30620697186594,0.4320015277553806,318.5513823020057,14.29342730624769,2,0.8553539559935298,0.7941343325775007,0.7941343325775007,1.1509472803243672,51,18
5,50-60-90-130-140,50|60|90|130|140,"[50, 60, 90, 130, 140]","[0, 1, 4, 7, 8]",0.03532367969257719,3.590189954434977,3.590189954434977,150.33904076376166,41.2114692734045,0.4117049110273704,289.88867270737796,13.663741413307893,2,0.7780477694193642,0.7568237233705661,0.7568237233705661,1.1512921782460157,52,7
6,50-60-70-80-130-140,50|60|70|80|130|140,"[50, 60, 70, 80, 130, 140]","[0, 1, 2, 3, 7, 8]",0.03214183987146325,3.614793389014124,3.614793389014124,169.06060207754973,46.089967612063326,0.4154925315852496,324.8920880446584,13.78062987429316,2,0.8701508857952489,0.7637863828301674,0.7637863828301674,1.1591819395534833,53,19
5,50-60-70-130-140,50|60|70|130|140,"[50, 60, 70, 130, 140]","[0, 1, 2, 7, 8]",0.033428174964181226,3.6152922180644382,3.6152922180644382,154.32574441869062,42.071580954086514,0.3943471282819132,296.8422615995653,13.12636754715558,2,0.7942861609740678,0.7249154769178029,0.7249154769178029,1.1593419026727603,54,8
5,50-90-120-130-140,50|90|120|130|140,"[50, 90, 120, 130, 140]","[0, 4, 6, 7, 8]",0.04538781395564314,3.6216912015800617,3.6216912015800617,135.48434072739832,36.58077145905962,0.4684759978470112,252.21673797148176,15.491140922999584,2,0.6906229780001641,0.8611841625001782,0.6906229780001641,1.1613939109964875,55,9
4,50-120-130-140,50|120|130|140,"[50, 120, 130, 140]","[0, 6, 7, 8]",0.0477029923560344,3.6250737231507353,3.6250737231507353,121.84064843895257,32.85566191998873,0.44193194180250456,226.23635159565336,14.659551027300827,2,0.6202951489075162,0.8123890891578907,0.6202951489075162,1.1624786086521794,56,1
5,50-60-80-130-140,50|60|80|130|140,"[50, 60, 80, 130, 140]","[0, 1, 3, 7, 8]",0.034027604796651297,3.6272653184395485,3.6272653184395485,155.9687142521072,42.355567164638465,0.4030625269230102,298.4033964901466,13.38764555046149,2,0.7996476499372481,0.7409367102661107,0.7409367102661107,1.1631814033638561,57,10
4,50-60-130-140,50|60|130|140,"[50, 60, 130, 140]","[0, 1, 7, 8]",0.035927747073704504,3.6272663620484873,3.6272663620484873,139.71987527947783,37.94373307060613,0.3812282969437531,267.5911927444218,12.713175002160138,2,0.7163548740078693,0.7007995567194238,0.7007995567194238,1.1631817380254823,58,2
7,50-70-80-90-110-130-140,50|70|80|90|110|130|140,"[50, 70, 80, 90, 110, 130, 140]","[0, 2, 3, 4, 5, 7, 8]",0.037857689647916276,3.6308786648046367,3.6308786648046367,167.83768023611296,45.35904253475394,0.48158118604630334,316.11334818265715,15.89110937326214,2,0.8563514596636441,0.8852750029609102,0.8563514596636441,1.164340121275782,59,19
6,50-70-80-110-130-140,50|70|80|110|130|140,"[50, 70, 80, 110, 130, 140]","[0, 2, 3, 5, 7, 8]",0.03839996974216242,3.637127638534706,3.637127638534706,157.15519146831957,42.412078696171726,0.4558009646549069,295.7993454515862,15.081589648932372,2,0.8007145536859165,0.8378840619734294,0.8007145536859165,1.1663440248766503,60,20
7,60-70-90-110-120-130-140,60|70|90|110|120|130|140,"[60, 70, 90, 110, 120, 130, 140]","[1, 2, 4, 5, 6, 7, 8]",0.04325412312429148,3.6540665650314637,3.6540665650314637,162.28279610751366,43.42831375874459,0.52526361793751,303.1737371267907,17.314870344462467,2,0.8199004608515906,0.9655749942029052,0.8199004608515906,1.1717759529448324,61,20
6,60-70-110-120-130-140,60|70|110|120|130|140,"[60, 70, 110, 120, 130, 140]","[1, 2, 5, 6, 7, 8]",0.04450686827912453,3.6571027563643965,3.6571027563643965,150.9019525665812,40.34055175116735,0.5017329458540488,281.92892500373455,16.57503316049021,2,0.7616053700710316,0.9223193264111916,0.7616053700710316,1.1727495903784022,62,21
7,60-70-80-90-120-130-140,60|70|80|90|120|130|140,"[60, 70, 80, 90, 120, 130, 140]","[1, 2, 3, 4, 6, 7, 8]",0.040090394435250074,3.660052156172536,3.660052156172536,167.5249644903035,44.850844263635324,0.5008867966414562,313.472816868098,16.50846843748764,2,0.8467569817613049,0.9207638778837417,0.8467569817613049,1.1736953957460088,63,21
6,60-70-80-120-130-140,60|70|80|120|130|140,"[60, 70, 80, 120, 130, 140]","[1, 2, 3, 6, 7, 8]",0.04083851640716634,3.660702808636116,3.660702808636116,156.3949908882506,41.868125236527085,0.47615298347938445,292.975785322878,15.730750756951489,2,0.7904450393151299,0.8752965150491347,0.7904450393151299,1.1739040451772598,64,22
6,50-70-90-110-130-140,50|70|90|110|130|140,"[50, 70, 90, 110, 130, 140]","[0, 2, 4, 5, 7, 8]",0.040350368182815746,3.661681175317783,3.661681175317783,154.1210110240799,41.2695474795257,0.4634609503883108,287.20743078266014,15.327202039633258,2,0.7791442510425913,0.851965164162018,0.7791442510425913,1.174217785096973,65,23
5,50-70-110-130-140,50|70|110|130|140,"[50, 70, 110, 130, 140]","[0, 2, 5, 7, 8]",0.04131664800152396,3.6642064769094502,3.6642064769094502,141.99978674499573,38.006805033118376,0.43661210835410386,264.68417437979457,14.486204181549498,2,0.7175456347502247,0.8026098126656988,0.7175456347502247,1.175027591822271,66,11
7,50-60-70-80-90-120-140,50|60|70|80|90|120|140,"[50, 60, 70, 80, 90, 120, 140]","[0, 1, 2, 3, 4, 6, 8]",0.03241259376028308,3.673832038996725,3.673832038996725,183.21086212453983,49.11311408305039,0.4394805857204988,345.5653838250851,14.4663573502555,2,0.9272260740826379,0.8078828411448147,0.8078828411448147,1.1781142904323574,67,22
6,50-60-70-90-120-140,50|60|70|90|120|140,"[50, 60, 70, 90, 120, 140]","[0, 1, 2, 4, 6, 8]",0.03349846398493089,3.6738855575496023,3.6738855575496023,169.22852074953948,45.363319812706955,0.41954594385633714,319.33664665319117,13.844539004100115,2,0.8564322121005071,0.7712376385358748,0.7712376385358748,1.1781314526137743,68,24
6,50-60-80-90-120-140,50|60|80|90|120|140,"[50, 60, 80, 90, 120, 140]","[0, 1, 3, 4, 6, 8]",0.03412229825459541,3.6940258316130117,3.6940258316130117,171.2250380946609,45.62682248734703,0.4277482227101306,320.7883299950544,14.092508245086167,2,0.861406984217454,0.7863156204981518,0.7863156204981518,1.1845899799594626,69,25
5,50-60-90-120-140,50|60|90|120|140,"[50, 60, 90, 120, 140]","[0, 1, 4, 6, 8]",0.035664659526528655,3.695005804057312,3.695005804057312,156.0379227622412,41.563682943010306,0.4072396785834449,292.34502229137166,13.453421642414233,2,0.7846973518008556,0.7486154320594574,0.7486154320594574,1.184904234810693,70,12
8,50-60-70-80-90-110-120-130,50|60|70|80|90|110|120|130,"[50, 60, 70, 80, 90, 110, 120, 130]","[0, 1, 2, 3, 4, 5, 6, 7]",0.03328946141330092,3.6956168944196537,3.6956168944196537,193.362623643752,51.47960662822054,0.4702680538045995,362.04604055446464,15.347383249162867,2,0.9719040309373677,0.8644784405764973,0.8644784405764973,1.1851001975768125,71,9
7,50-60-70-90-110-120-130,50|60|70|90|110|120|130,"[50, 60, 70, 90, 110, 120, 130]","[0, 1, 2, 4, 5, 6, 7]",0.034366950296324264,3.6983119643133335,3.6983119643133335,180.13604579529746,47.91537026979481,0.4516942065272011,337.10205410037435,14.762721220948494,2,0.9046133908012695,0.8303347423176675,0.8303347423176675,1.185964445131343,72,23
6,60-70-90-120-130-140,60|70|90|120|130|140,"[60, 70, 90, 120, 130, 140]","[1, 2, 4, 6, 7, 8]",0.043282867462516486,3.720070928832301,3.720070928832301,154.72247030898666,40.710330883647686,0.4834906377902385,284.29855137293043,15.966380159644315,2,0.7685865778337411,0.8887850858861667,0.7685865778337411,1.1929420496523724,73,26
5,60-70-120-130-140,60|70|120|130|140,"[60, 70, 120, 130, 140]","[1, 2, 6, 7, 8]",0.044616105845144166,3.72039340075823,3.72039340075823,142.15883661614146,37.39883314111183,0.457817952310076,261.5248940026241,15.16088007432576,2,0.706067490855204,0.8415918246604672,0.706067490855204,1.193045459057094,74,13
6,50-60-70-80-120-140,50|60|70|80|120|140,"[50, 60, 70, 80, 120, 140]","[0, 1, 2, 3, 6, 8]",0.0325426320838906,3.7234471647503544,3.7234471647503544,175.32492444333514,46.40516840391132,0.41106844424233313,327.0856743553826,13.572121581060774,2,0.8761016872915405,0.7556537272176138,0.7556537272176138,1.1940247316423784,75,27
5,50-60-70-120-140,50|60|70|120|140,"[50, 60, 70, 120, 140]","[0, 1, 2, 6, 8]",0.033758929828371094,3.724090530484236,3.724090530484236,160.26514451817928,42.41665314579379,0.3896830502252879,299.2415375011331,12.907294428417353,2,0.8008009165452739,0.7163416541958498,0.7163416541958498,1.194231044385317,76,14
6,50-80-90-110-130-140,50|80|90|110|130|140,"[50, 80, 90, 110, 130, 140]","[0, 3, 4, 5, 7, 8]",0.04138612294323149,3.724729153279027,3.724729153279027,157.9535341555074,41.55901460606076,0.47089892287008567,288.8206486075526,15.551548179056324,2,0.784609216405187,0.8656381466239892,0.784609216405187,1.1944358361756746,77,28
5,50-80-110-130-140,50|80|110|130|140,"[50, 80, 110, 130, 140]","[0, 3, 5, 7, 8]",0.0423861262541401,3.7256876788292406,3.7256876788292406,145.6621734965052,38.320926067716805,0.4444995795124967,266.4338021581052,14.72337053773063,2,0.7234760510786407,0.8171090938988924,0.7234760510786407,1.1947432134962663,78,15
7,50-60-70-80-110-120-130,50|60|70|80|110|120|130,"[50, 60, 70, 80, 110, 120, 130]","[0, 1, 2, 3, 5, 6, 7]",0.033395474503556885,3.729831979510451,3.729831979510451,185.28797888310646,48.902879038528745,0.44383118756543594,344.4516502377395,14.507555335841019,2,0.9232569628054186,0.8158804107608091,0.8158804107608091,1.1960721963687972,79,24
7,50-60-80-90-110-120-130,50|60|80|90|110|120|130,"[50, 60, 80, 90, 110, 120, 130]","[0, 1, 3, 4, 5, 6, 7]",0.035047605076474045,3.730106447433088,3.730106447433088,182.70568542729154,48.16491310023804,0.45932276150394336,338.47755264419317,14.995514871094462,2,0.9093246094504488,0.8443580663703925,0.8443580663703925,1.1961602119826011,80,25
6,50-60-70-110-120-130,50|60|70|110|120|130,"[50, 60, 70, 110, 120, 130]","[0, 1, 2, 5, 6, 7]",0.03457237023288204,3.7306553888339553,3.7306553888339553,171.06837190654306,45.13562215979949,0.42410109270882246,318.13110308334944,13.887581757572024,2,0.8521334172729952,0.7796112202510949,0.7796112202510949,1.1963362449917607,81,29
7,50-70-80-90-110-120-140,50|70|80|90|110|120|140,"[50, 70, 80, 90, 110, 120, 140]","[0, 2, 3, 4, 5, 6, 8]",0.03836755143157131,3.733992766982664,3.733992766982664,173.80401264722587,45.67928720748541,0.4777694640749414,318.3674267159678,15.710635938491297,2,0.8623974865993533,0.8782680386581994,0.8623974865993533,1.1974064661798376,82,26
5,50-60-80-120-140,50|60|80|120|140,"[50, 60, 80, 120, 140]","[0, 1, 3, 6, 8]",0.034386936867192706,3.7365925334348242,3.7365925334348242,161.95979760621165,42.698344346736945,0.39850046757595514,300.790220139141,13.172918350298307,2,0.8061190771064729,0.7325504252138876,0.7325504252138876,1.1982401520905068,83,16
4,50-60-120-140,50|60|120|140,"[50, 60, 120, 140]","[0, 1, 6, 8]",0.036185022726822745,3.736607741316857,3.736607741316857,145.37039002774392,38.32598882543974,0.37640169558508496,270.250283864568,12.486854812737432,2,0.7235716329014412,0.6919269727068184,0.6919269727068184,1.1982450289120272,84,3
6,50-60-90-110-120-130,50|60|90|110|120|130,"[50, 60, 90, 110, 120, 130]","[0, 1, 4, 5, 6, 7]",0.03654378097113568,3.7366940330843543,3.7366940330843543,168.5245109456761,44.33499366695219,0.44028742091579276,311.6528726668972,14.396570129720942,2,0.837018032551795,0.8093660199952322,0.8093660199952322,1.198272700717204,85,30
7,60-80-90-110-120-130-140,60|80|90|110|120|130|140,"[60, 80, 90, 110, 120, 130, 140]","[1, 3, 4, 5, 6, 7, 8]",0.044523268798146366,3.7404628575158956,3.7404628575158956,167.24221655708212,43.70348477856096,0.5318379559171883,304.70243459600914,17.51377353534406,2,0.8250955243121196,0.9776603854994542,0.8250955243121196,1.199481276905173,86,27
6,50-70-80-110-120-140,50|70|80|110|120|140,"[50, 70, 80, 110, 120, 140]","[0, 2, 3, 5, 6, 8]",0.03885185345383343,3.741477247831907,3.741477247831907,162.94956621404017,42.75440280771778,0.4517717802486519,298.20701243277983,14.891308566328837,2,0.8071774271554328,0.8304773435622278,0.8071774271554328,1.1998065687842476,87,31
6,60-80-110-120-130-140,60|80|110|120|130|140,"[60, 80, 110, 120, 130, 140]","[1, 3, 5, 6, 7, 8]",0.04584625096550834,3.745939869265696,3.745939869265696,155.77682746941892,40.63663693578193,0.5086115334720129,283.5721733863748,16.78270695308484,2,0.7671952803923353,0.934964009904443,0.7671952803923353,1.2012376298747194,88,32
6,50-60-80-110-120-130,50|60|80|110|120|130,"[50, 60, 80, 110, 120, 130]","[0, 1, 3, 5, 6, 7]",0.03525995415994763,3.7574064747832066,3.7574064747832066,173.38709249036683,45.400446403247265,0.4322169361121656,319.58826247898963,14.134795912039886,2,0.8571331398146926,0.7945303107411333,0.7945303107411333,1.204914709196674,89,33
5,50-60-110-120-130,50|60|110|120|130,"[50, 60, 110, 120, 130]","[0, 1, 5, 6, 7]",0.03694383532861396,3.760723009308353,3.760723009308353,157.96049954155734,41.31504983791423,0.4119309330983289,291.0276909709216,13.497711684792261,2,0.7800033082194332,0.7572392123791375,0.7572392123791375,1.2059782463092346,90,17
6,50-70-90-110-120-140,50|70|90|110|120|140,"[50, 70, 90, 110, 120, 140]","[0, 2, 4, 5, 6, 8]",0.040806778919195645,3.7656102391986677,3.7656102391986677,159.82336409809588,41.621269674039844,0.45949893860979574,289.6865164126108,15.140008151998215,2,0.7857845546697569,0.8446819270037066,0.7857845546697569,1.207545469664383,91,34
5,50-70-110-120-140,50|70|110|120|140,"[50, 70, 110, 120, 140]","[0, 2, 5, 6, 8]",0.041683258518650984,3.7689717056925724,3.7689717056925724,147.50229433764213,38.38843274919927,0.4324041572534985,267.37217817418997,14.287996222997004,2,0.7247505366496327,0.7948744732650238,0.7247505366496327,1.2086234154363296,92,18
6,50-70-80-90-130-140,50|70|80|90|130|140,"[50, 70, 80, 90, 130, 140]","[0, 2, 3, 4, 7, 8]",0.037868213983262906,3.7803096939964336,3.7803096939964336,164.52870664759274,42.76394912069898,0.4356394923050174,298.0587195982903,14.409993666539817,2,0.807357655806635,0.8008218842733881,0.8008218842733881,1.212259250146177,93,35
5,50-90-110-130-140,50|90|110|130|140,"[50, 90, 110, 130, 140]","[0, 4, 5, 7, 8]",0.045282096130505906,3.7875734417409492,3.7875734417409492,143.3865884819819,37.052456119965655,0.45235098025900083,256.8614927536123,14.97485946566004,2,0.6995281008884691,0.8315420680691925,0.6995281008884691,1.214588568669472,94,19
4,50-110-130-140,50|110|130|140,"[50, 110, 130, 140]","[0, 5, 7, 8]",0.04720749013566308,3.7880847246095675,3.7880847246095675,129.2056132680646,33.38002672531324,0.42480052962285536,231.4031770091997,14.112880827176017,2,0.6301948412586464,0.7808969723404257,0.6301948412586464,1.214752525444735,95,4
5,50-70-90-130-140,50|70|90|130|140,"[50, 70, 90, 130, 140]","[0, 2, 4, 7, 8]",0.04036205831667056,3.7953227679856796,3.7953227679856796,148.4082678551357,38.39906449241882,0.41552061445474087,267.2067733537062,13.785633199838001,2,0.7249512575713289,0.7638380066541298,0.7249512575713289,1.217073601162311,96,20
5,50-70-80-130-140,50|70|80|130|140,"[50, 70, 80, 130, 140]","[0, 2, 3, 7, 8]",0.03840018432657104,3.799882872747349,3.799882872747349,153.15166052271746,39.62444982657018,0.4069592705447964,276.4210632330851,13.5120282228658,2,0.7480857961530664,0.7480999670985382,0.7480857961530664,1.2185359229365689,97,21
6,60-80-90-120-130-140,60|80|90|120|130|140,"[60, 80, 90, 120, 130, 140]","[1, 3, 4, 6, 7, 8]",0.044546368275809,3.8026639620444067,3.8026639620444067,159.37548649949383,41.003746005920284,0.49062505017190283,285.92818167864743,16.181867129724424,2,0.7741260789828891,0.9019000437069961,0.7741260789828891,1.219427754955304,98,36
5,60-80-120-130-140,60|80|120|130|140,"[60, 80, 120, 130, 140]","[1, 3, 6, 7, 8]",0.04594415322193821,3.804197036938646,3.804197036938646,146.686250048389,37.71801779227893,0.4653461297601621,263.29551638490653,15.38765131622952,2,0.7120935052209117,0.8554306279765388,0.7120935052209117,1.2199193771693941,99,22
4,50-70-130-140,50|70|130|140,"[50, 70, 130, 140]","[0, 2, 7, 8]",0.04140287243936899,3.809344300533543,3.809344300533543,135.178845545515,34.868751534197294,0.3853458987240228,242.8354661008887,12.844090934989522,2,0.658301070841172,0.7083688099083756,0.658301070841172,1.2215699874132488,100,5
6,50-80-90-110-120-140,50|80|90|110|120|140,"[50, 80, 90, 110, 120, 140]","[0, 3, 4, 5, 6, 8]",0.0418973214000382,3.832853359123625,3.832853359123625,163.88038560718795,41.908307471682676,0.4670000188532111,291.28600473861536,15.367087402769094,2,0.7912036557630339,0.8584709184076629,0.7912036557630339,1.2291088072573784,101,37
5,50-80-110-120-140,50|80|110|120|140,"[50, 80, 110, 120, 140]","[0, 3, 5, 6, 8]",0.04280743329274144,3.8343219178521095,3.8343219178521095,151.36417090558223,38.69945625976856,0.44036700402673096,269.10433000403697,14.528398551462885,2,0.7306224735861686,0.8095123150350153,0.7306224735861686,1.2295797406059914,102,23
5,50-80-90-130-140,50|80|90|130|140,"[50, 80, 90, 130, 140]","[0, 3, 4, 7, 8]",0.04139326650067,3.850110171349626,3.850110171349626,151.86137630077408,38.71000258014568,0.4238008070570608,268.9399905023605,14.034643248841343,2,0.7308215817759437,0.7790592149216614,0.7308215817759437,1.234642674041422,103,24
4,50-80-130-140,50|80|130|140,"[50, 80, 130, 140]","[0, 3, 7, 8]",0.0424564497718073,3.858985026642875,3.858985026642875,138.38672951110607,35.21087870836982,0.3942603260395287,244.74133766437316,13.110995398826596,2,0.6647602262514467,0.7247559111839028,0.6647602262514467,1.2374886380744843,104,6
7,60-70-80-90-110-130-140,60|70|80|90|110|130|140,"[60, 70, 80, 90, 110, 130, 140]","[1, 2, 3, 4, 5, 7, 8]",0.040672589804322076,3.859798544517446,3.859798544517446,178.08366497410714,45.23637800645514,0.48583868910603,317.22192619971753,16.024996070875066,2,0.854035627097797,0.8931014321134877,0.854035627097797,1.2377495147349795,105,28
6,60-70-80-110-130-140,60|70|80|110|130|140,"[60, 70, 80, 110, 130, 140]","[1, 2, 3, 5, 7, 8]",0.041266264952485365,3.862554396189724,3.862554396189724,166.53594228982584,42.280865350694334,0.4602969828913124,296.98376105806864,15.222597948358406,2,0.7982373245900682,0.8461489458037613,0.7982373245900682,1.2386332536220488,106,38
6,60-90-110-120-130-140,60|90|110|120|130|140,"[60, 90, 110, 120, 130, 140]","[1, 4, 5, 6, 7, 8]",0.04959120390098978,3.8865811340161156,3.8865811340161156,157.10479669316263,39.4427102426433,0.5154873666107106,274.5979480008216,17.003765132995575,2,0.7446546620444662,0.9476036299282078,0.7446546620444662,1.24633808141093,107,39
4,50-90-130-140,50|90|130|140,"[50, 90, 130, 140]","[0, 4, 7, 8]",0.04544120092865357,3.8873800437926875,3.8873800437926875,134.13487244298443,33.82598275364803,0.403091475776018,234.2843953167526,13.392795689213136,2,0.6386142230283935,0.7409899259993552,0.6386142230283935,1.2465942735869888,108,7
3,50-130-140,50|130|140,"[50, 130, 140]","[0, 7, 8]",0.047709886318862346,3.88965215115094,3.88965215115094,118.03243755476947,29.758003778995995,0.3719096912825311,206.0552881128592,12.421512210629198,2,0.561813225076218,0.6836694675602999,0.561813225076218,1.2473228866862651,109,1
5,50-90-110-120-140,50|90|110|120|140,"[50, 90, 110, 120, 140]","[0, 4, 5, 6, 8]",0.04570799866299203,3.8972555419955497,3.8972555419955497,149.06538095500758,37.44381183368358,0.4482907888747788,259.6304988904642,14.783204676087747,2,0.7069166615361784,0.8240783505406937,0.7069166615361784,1.2497611210188895,110,25
4,50-110-120-140,50|110|120|140,"[50, 110, 120, 140]","[0, 5, 6, 8]",0.047473819232509526,3.897464503713593,3.897464503713593,134.62878773445766,33.81391317633835,0.4204743892516534,234.4730257928368,13.909354036795056,2,0.6383863566632968,0.772944369454571,0.6383863566632968,1.2498281302843015,111,8
6,50-70-80-90-120-140,50|70|80|90|120|140,"[50, 70, 80, 90, 120, 140]","[0, 2, 3, 4, 6, 8]",0.03840017601530052,3.9002777727086997,3.9002777727086997,171.08057686623647,43.10347879826005,0.43142205472653566,300.4482814446931,14.210722780652366,2,0.8137677720421302,0.7930691061895306,0.7930691061895306,1.2507302815995451,112,40
5,60-110-120-130-140,60|110|120|130|140,"[60, 110, 120, 130, 140]","[1, 5, 6, 7, 8]",0.0520667180719525,3.9106690227316165,3.9106690227316165,144.4404985213146,36.0148451467692,0.4914888663660903,250.94548594585018,16.249769780642442,2,0.6799386293783729,0.903487968871069,0.6799386293783729,1.2540625188976873,113,26
6,60-70-90-110-130-140,60|70|90|110|130|140,"[60, 70, 90, 110, 130, 140]","[1, 2, 4, 5, 7, 8]",0.04364449677098749,3.914747661277694,3.914747661277694,164.3985200479238,41.134689796303405,0.4678833675322705,288.4271309349828,15.4659711729435,2,0.7765982190405757,0.8600947495022494,0.7765982190405757,1.2553704454184529,114,41
5,60-70-110-130-140,60|70|110|130|140,"[60, 70, 110, 130, 140]","[1, 2, 5, 7, 8]",0.044731638416699845,3.914909339162188,3.914909339162188,151.30888608257925,37.860327313676954,0.44130366669666043,266.0071685682976,14.632950951469892,2,0.714780223448702,0.8112341515018898,0.714780223448702,1.2554222918349867,115,27
