state,L_mm,rho2,rho1,residual_ohm
inhale,90,18.102072841144,6.4196906135098,-1.1368683772162e-12
inhale,110,18.102072841144,5.9628944698912,0
inhale,120,18.102072841144,6.2516796203727,-1.4352963262354e-12
inhale,130,18.102072841144,6.6001741303485,1.4210854715202e-13
inhale,140,18.102072841144,5.5265791270903,0
inhale,50,18.125960845006,4.9708070233137,-1.477928890381e-12
inhale,60,18.125960845006,5.9011186879731,-1.4210854715202e-14
inhale,70,18.125960845006,6.749004946553,9.0949470177293e-13
inhale,80,18.125960845006,6.1631905451157,2.8421709430404e-14
inhale,90,18.125960845006,6.4194191709794,-1.0800249583554e-12
inhale,110,18.125960845006,5.9625534502759,2.8421709430404e-14
inhale,120,18.125960845006,6.2512053752068,-1.442401753593e-12
inhale,130,18.125960845006,6.5995895208703,1.9895196601283e-13
inhale,140,18.125960845006,5.5260655495865,2.1316282072803e-14
inhale,50,18.149848848867,4.9707642328768,-1.4921397450962e-12
inhale,60,18.149848848867,5.9010330825125,1.4210854715202e-14
inhale,70,18.149848848867,6.7488388537109,9.0949470177293e-13
inhale,80,18.149848848867,6.1630092888317,-5.6843418860808e-14
inhale,90,18.149848848867,6.4191482854631,-1.1084466677858e-12
inhale,110,18.149848848867,5.9622131563651,2.8421709430404e-14
inhale,120,18.149848848867,6.2507321608896,-1.4281908988778e-12
inhale,130,18.149848848867,6.5990061990075,1.7763568394003e-13
inhale,140,18.149848848867,5.5255531459791,1.4210854715202e-14
inhale,50,18.173736852729,4.9707215293657,-1.4921397450962e-12
inhale,60,18.173736852729,5.9009476476415,-1.4210854715202e-14
inhale,70,18.173736852729,6.7486730894821,9.5212726591853e-13
inhale,80,18.173736852729,6.1628283994503,-1.4210854715202e-14
inhale,90,18.173736852729,6.4188779551772,-1.1084466677858e-12
inhale,110,18.173736852729,5.9618735857573,1.4210854715202e-14
inhale,120,18.173736852729,6.2502599739459,-1.4281908988778e-12
inhale,130,18.173736852729,6.5984241603701,1.9895196601283e-13
inhale,140,18.173736852729,5.5250419121235,-7.105427357601e-15
inhale,50,18.197624856591,4.9706789125043,-1.4921397450962e-12
inhale,60,18.197624856591,5.9008623828275,0
inhale,70,18.197624856591,6.7485076528477,9.5212726591853e-13
inhale,80,18.197624856591,6.1626478758101,-2.8421709430404e-14
inhale,90,18.197624856591,6.4186081783461,-1.0942358130706e-12
inhale,110,18.197624856591,5.961534736062,-4.2632564145606e-14
inhale,120,18.197624856591,6.2497888109168,-1.3997691894474e-12
inhale,130,18.197624856591,6.5978434005886,1.7763568394003e-13
inhale,140,18.197624856591,5.5245318438948,-1.4210854715202e-14
inhale,50,18.221512860453,4.9706363820178,-1.5063505998114e-12
inhale,60,18.221512860453,5.9007772875398,0
inhale,70,18.221512860453,6.7483425427931,9.5212726591853e-13
inhale,80,18.221512860453,6.1624677167552,1.4210854715202e-14
inhale,90,18.221512860453,6.418338953202,-1.0942358130706e-12
inhale,110,18.221512860453,5.9611966048995,-1.4210854715202e-14
inhale,120,18.221512860453,6.2493186683592,-1.3926637620898e-12
inhale,130,18.221512860453,6.5972639153141,1.8474111129763e-13
inhale,140,18.221512860453,5.5240229371882,-7.105427357601e-15
inhale,50,18.245400864314,4.9705939376326,-1.4921397450962e-12
inhale,60,18.245400864314,5.9006923612504,1.4210854715202e-14
inhale,70,18.245400864314,6.7481777583084,9.5212726591853e-13
inhale,80,18.245400864314,6.1622879211344,0
inhale,90,18.245400864314,6.4180702779851,-1.0800249583554e-12
inhale,110,18.245400864314,5.9608591899012,0
inhale,120,18.245400864314,6.2488495428461,-1.3784529073746e-12
inhale,130,18.245400864314,6.596685700218,1.7763568394003e-13
inhale,140,18.245400864314,5.5235151879186,-7.105427357601e-15
inhale,50,18.269288868176,4.9705515790763,-1.4495071809506e-12
inhale,60,18.269288868176,5.9006076034333,-4.2632564145606e-14
inhale,70,18.269288868176,6.7480132983876,9.2370555648813e-13
inhale,80,18.269288868176,6.1621084878021,0
inhale,90,18.269288868176,6.4178021509433,-1.0942358130706e-12
inhale,110,18.269288868176,5.9605224887091,1.4210854715202e-14
inhale,120,18.269288868176,6.2483814309664,-1.3642420526594e-12
inhale,130,18.269288868176,6.5961087509919,1.8474111129763e-13
inhale,140,18.269288868176,5.5230085920207,2.1316282072803e-14
inhale,50,18.293176872038,4.9705093060777,-1.477928890381e-12
inhale,60,18.293176872038,5.900523013565,2.8421709430404e-14
inhale,70,18.293176872038,6.7478491620296,9.2370555648813e-13
inhale,80,18.293176872038,6.1619294156171,0
inhale,90,18.293176872038,6.4175345703324,-1.0800249583554e-12
inhale,110,18.293176872038,5.9601864989762,0
inhale,120,18.293176872038,6.2479143293247,-1.3855583347322e-12
inhale,130,18.293176872038,6.5955330633476,1.6342482922482e-13
inhale,140,18.293176872038,5.5225031454486,7.105427357601e-15
inhale,50,18.3170648759,4.9704671183669,-1.4495071809506e-12
inhale,60,18.3170648759,5.9004385911242,1.4210854715202e-14
inhale,70,18.3170648759,6.7476853482371,9.2370555648813e-13
inhale,80,18.3170648759,6.1617507034438,-2.8421709430404e-14
inhale,90,18.3170648759,6.4172675344157,-1.0658141036402e-12
inhale,110,18.3170648759,5.9598512183658,-2.8421709430404e-14
inhale,120,18.3170648759,6.2474482345413,-1.406874616805e-12
inhale,130,18.3170648759,6.5949586330168,1.7763568394003e-13
inhale,140,18.3170648759,5.521998844176,0
inhale,50,18.340952879761,4.9704250156749,-1.4921397450962e-12
inhale,60,18.340952879761,5.9003543355918,-1.4210854715202e-14
inhale,70,18.340952879761,6.7475218560176,9.2370555648813e-13
inhale,80,18.340952879761,6.1615723501512,1.4210854715202e-14
inhale,90,18.340952879761,6.4170010414644,-1.0658141036402e-12
inhale,110,18.340952879761,5.9595166445521,1.4210854715202e-14
inhale,120,18.340952879761,6.2469831432523,-1.3500311979442e-12
inhale,130,18.340952879761,6.5943854557511,1.6342482922482e-13
inhale,140,18.340952879761,5.5214956841959,-1.4210854715202e-14
inhale,50,18.364840883623,4.9703829977342,-1.477928890381e-12
inhale,60,18.364840883623,5.9002702464512,2.8421709430404e-14
inhale,70,18.364840883623,6.7473586843825,9.2370555648813e-13
inhale,80,18.364840883623,6.1613943546134,2.8421709430404e-14
inhale,90,18.364840883623,6.4167350897573,-1.0516032489249e-12
inhale,110,18.364840883623,5.9591827752198,1.4210854715202e-14
inhale,120,18.364840883623,6.246519052109,-1.3642420526594e-12
inhale,130,18.364840883623,6.593813527322,1.7763568394003e-13
inhale,140,18.364840883623,5.5209936615204,1.4210854715202e-14
inhale,50,18.388728887485,4.9703410642782,-1.4637180356658e-12
inhale,60,18.388728887485,5.9001863231878,2.8421709430404e-14
inhale,70,18.388728887485,6.7471958323476,9.3791641120333e-13
inhale,80,18.388728887485,6.1612167157094,2.8421709430404e-14
inhale,90,18.388728887485,6.4164696775808,-1.0942358130706e-12
inhale,110,18.388728887485,5.9588496080642,-1.4210854715202e-14
inhale,120,18.388728887485,6.2460559577782,-1.3500311979442e-12
inhale,130,18.388728887485,6.5932428435205,1.7763568394003e-13
inhale,140,18.388728887485,5.5204927721808,7.105427357601e-15
inhale,50,18.412616891347,4.9702992150418,-1.477928890381e-12
inhale,60,18.412616891347,5.9001025652892,-1.4210854715202e-14
inhale,70,18.412616891347,6.7470332989331,9.0949470177293e-13
inhale,80,18.412616891347,6.1610394323233,-4.2632564145606e-14
inhale,90,18.412616891347,6.4162048032287,-1.0516032489249e-12
inhale,110,18.412616891347,5.9585171407907,1.4210854715202e-14
inhale,120,18.412616891347,6.2455938569421,-1.3429257705866e-12
inhale,130,18.412616891347,6.5926734001571,1.9895196601283e-13
inhale,140,18.412616891347,5.5199930122273,1.4210854715202e-14
inhale,50,18.436504895209,4.9702574497608,-1.5205614545266e-12
inhale,60,18.436504895209,5.9000189722454,-5.6843418860808e-14
inhale,70,18.436504895209,6.7468710831631,9.9475983006414e-13
inhale,80,18.436504895209,6.1608625033437,1.4210854715202e-14
inhale,90,18.436504895209,6.4159404650026,-1.0516032489249e-12
inhale,110,18.436504895209,5.9581853711154,2.8421709430404e-14
inhale,120,18.436504895209,6.2451327462981,-1.3784529073746e-12
inhale,130,18.436504895209,6.5921051930618,1.7763568394003e-13
inhale,140,18.436504895209,5.5194943777291,7.105427357601e-15
inhale,50,18.46039289907,4.9702157681722,-1.4495071809506e-12
inhale,60,18.46039289907,5.8999355435486,0
inhale,70,18.46039289907,6.7467091840663,9.6633812063374e-13
inhale,80,18.46039289907,6.1606859276644,-2.8421709430404e-14
inhale,90,18.46039289907,6.4156766612112,-1.0516032489249e-12
inhale,110,18.46039289907,5.9578542967646,1.4210854715202e-14
inhale,120,18.46039289907,6.2446726225588,-1.3145040611562e-12
inhale,130,18.46039289907,6.5915382180838,1.9895196601283e-13
inhale,140,18.46039289907,5.5189968647739,0
inhale,50,18.484280902932,4.9701741700142,-1.4921397450962e-12
inhale,60,18.484280902932,5.8998522786929,0
inhale,70,18.484280902932,6.746547600675,9.6633812063374e-13
inhale,80,18.484280902932,6.1605097041838,-1.4210854715202e-14
inhale,90,18.484280902932,6.4154133901711,-1.0516032489249e-12
inhale,110,18.484280902932,5.9575239154748,0
inhale,120,18.484280902932,6.2442134824516,-1.3073986337986e-12
inhale,130,18.484280902932,6.5909724710917,1.9895196601283e-13
inhale,140,18.484280902932,5.5185004694682,7.105427357601e-15
inhale,50,18.508168906794,4.970132655026,-1.4495071809506e-12
inhale,60,18.508168906794,5.899769177175,1.4210854715202e-14
inhale,70,18.508168906794,6.7463863320263,9.2370555648813e-13
inhale,80,18.508168906794,6.1603338318052,0
inhale,90,18.508168906794,6.4151506502058,-1.0516032489249e-12
inhale,110,18.508168906794,5.9571942249928,1.4210854715202e-14
inhale,120,18.508168906794,6.2437553227192,-1.3429257705866e-12
inhale,130,18.508168906794,6.5904079479728,2.0605739337043e-13
inhale,140,18.508168906794,5.518005187937,2.8421709430404e-14
inhale,50,18.532056910656,4.9700912229482,-1.477928890381e-12
inhale,60,18.532056910656,5.8996862384935,-1.4210854715202e-14
inhale,70,18.532056910656,6.7462253771608,9.2370555648813e-13
inhale,80,18.532056910656,6.1601583094367,0
inhale,90,18.532056910656,6.4148884396465,-1.0516032489249e-12
inhale,110,18.532056910656,5.9568652230755,1.4210854715202e-14
inhale,120,18.532056910656,6.243298140119,-1.335820343229e-12
inhale,130,18.532056910656,6.5898446446337,1.9895196601283e-13
inhale,140,18.532056910656,5.5175110163237,1.4210854715202e-14
inhale,50,18.555944914517,4.9700498735223,-1.4495071809506e-12
inhale,60,18.555944914517,5.8996034621492,0
inhale,70,18.555944914517,6.7460647351238,9.3791641120333e-13
inhale,80,18.555944914517,6.1599831359909,1.4210854715202e-14
inhale,90,18.555944914517,6.4146267568316,-1.0231815394945e-12
inhale,110,18.555944914517,5.9565369074899,1.4210854715202e-14
inhale,120,18.555944914517,6.2428419314231,-1.3216094885138e-12
inhale,130,18.555944914517,6.5892825569997,1.9895196601283e-13
inhale,140,18.555944914517,5.5170179507899,-1.4210854715202e-14
inhale,50,18.579832918379,4.9700086064911,-1.4921397450962e-12
inhale,60,18.579832918379,5.899520847645,-1.4210854715202e-14
inhale,70,18.579832918379,6.7459044049641,9.5212726591853e-13
inhale,80,18.579832918379,6.1598083103854,0
inhale,90,18.579832918379,6.4143656001066,-1.0089706847793e-12
inhale,110,18.579832918379,5.9562092760129,0
inhale,120,18.579832918379,6.2423866934185,-1.3073986337986e-12
inhale,130,18.579832918379,6.5887216810149,1.8474111129763e-13
inhale,140,18.579832918379,5.5165259875156,-7.105427357601e-15
inhale,50,18.603720922241,4.9699674215983,-1.477928890381e-12
inhale,60,18.603720922241,5.899438394486,0
inhale,70,18.603720922241,6.7457443857349,9.3791641120333e-13
inhale,80,18.603720922241,6.1596338315425,-2.8421709430404e-14
inhale,90,18.603720922241,6.4141049678244,-1.0231815394945e-12
inhale,110,18.603720922241,5.9558823264314,1.4210854715202e-14
inhale,120,18.603720922241,6.2419324229068,-1.300293206441e-12
inhale,130,18.603720922241,6.5881620126418,1.9895196601283e-13
inhale,140,18.603720922241,5.5160351226987,-7.105427357601e-15
inhale,50,18.627608926103,4.9699263185888,-1.4637180356658e-12
inhale,60,18.627608926103,5.8993561021794,1.4210854715202e-14
inhale,70,18.627608926103,6.7455846764934,9.6633812063374e-13
inhale,80,18.627608926103,6.1594596983888,-2.8421709430404e-14
inhale,90,18.627608926103,6.4138448583451,-1.0373923942097e-12
inhale,110,18.627608926103,5.9555560565424,1.4210854715202e-14
inhale,120,18.627608926103,6.241479116704,-1.300293206441e-12
inhale,130,18.627608926103,6.5876035478618,1.7763568394003e-13
inhale,140,18.627608926103,5.515545352555,7.105427357601e-15
inhale,50,18.651496929964,4.9698852972088,-1.5063505998114e-12
inhale,60,18.651496929964,5.8992739702347,2.8421709430404e-14
inhale,70,18.651496929964,6.7454252763007,9.3791641120333e-13
inhale,80,18.651496929964,6.159285909856,0
inhale,90,18.651496929964,6.4135852700359,-1.0231815394945e-12
inhale,110,18.651496929964,5.9552304641525,0
inhale,120,18.651496929964,6.2410267716406,-1.2718714970106e-12
inhale,130,18.651496929964,6.5870462826743,1.9895196601283e-13
inhale,140,18.651496929964,5.5150566733184,7.105427357601e-15
inhale,50,18.675384933826,4.9698443572053,-1.4637180356658e-12
inhale,60,18.675384933826,5.899191998163,0
inhale,70,18.675384933826,6.745266184222,9.3791641120333e-13
inhale,80,18.675384933826,6.15911246488,1.4210854715202e-14
inhale,90,18.675384933826,6.413326201271,-9.8054897534894e-13
inhale,110,18.675384933826,5.9549055470783,1.4210854715202e-14
inhale,120,18.675384933826,6.2405753845616,-1.2860823517258e-12
inhale,130,18.675384933826,6.5864902130973,2.0605739337043e-13
inhale,140,18.675384933826,5.5145690812403,-7.105427357601e-15
inhale,50,18.699272937688,4.9698034983266,-1.4921397450962e-12
inhale,60,18.699272937688,5.899110185478,-5.6843418860808e-14
inhale,70,18.699272937688,6.7451073993264,9.5212726591853e-13
inhale,80,18.699272937688,6.1589393624016,-1.4210854715202e-14
inhale,90,18.699272937688,6.4130676504317,-1.0089706847793e-12
inhale,110,18.699272937688,5.9545813031458,0
inhale,120,18.699272937688,6.240124952326,-1.2931877790834e-12
inhale,130,18.699272937688,6.5859353351669,1.9184653865523e-13
inhale,140,18.699272937688,5.51408257259,7.105427357601e-15
inhale,50,18.72316094155,4.9697627203219,-1.477928890381e-12
inhale,60,18.72316094155,5.8990285316953,-1.4210854715202e-14
inhale,70,18.72316094155,6.744948920687,1.0089706847793e-12
inhale,80,18.72316094155,6.1587666013661,0
inhale,90,18.72316094155,6.4128096159065,-1.0089706847793e-12
inhale,110,18.72316094155,5.9542577301912,1.4210854715202e-14
inhale,120,18.72316094155,6.2396754718073,-1.264766069653e-12
inhale,130,18.72316094155,6.5853816449372,2.0605739337043e-13
inhale,140,18.72316094155,5.513597143654,0
inhale,50,18.747048945411,4.9697220229417,-1.4921397450962e-12
inhale,60,18.747048945411,5.8989470363324,-2.8421709430404e-14
inhale,70,18.747048945411,6.7447907473807,9.5212726591853e-13
inhale,80,18.747048945411,6.158594180723,2.8421709430404e-14
inhale,90,18.747048945411,6.4125520960906,-9.9475983006414e-13
inhale,110,18.747048945411,5.9539348260598,-4.2632564145606e-14
inhale,120,18.747048945411,6.2392269398929,-1.264766069653e-12
inhale,130,18.747048945411,6.5848291384805,2.0605739337043e-13
inhale,140,18.747048945411,5.5131127907366,0
inhale,50,18.770936949273,4.9696814059374,-1.477928890381e-12
inhale,60,18.770936949273,5.898865698909,-2.8421709430404e-14
inhale,70,18.770936949273,6.7446328784884,9.8054897534894e-13
inhale,80,18.770936949273,6.1584220994269,-2.8421709430404e-14
inhale,90,18.770936949273,6.4122950893864,-9.9475983006414e-13
inhale,110,18.770936949273,5.9536125886068,-1.4210854715202e-14
inhale,120,18.770936949273,6.2387793534844,-1.2505552149378e-12
inhale,130,18.770936949273,6.5842778118867,1.9184653865523e-13
inhale,140,18.770936949273,5.5126295101592,0
inhale,50,18.794824953135,4.9696408690615,-1.5347723092418e-12
inhale,60,18.794824953135,5.8987845189468,0
inhale,70,18.794824953135,6.7444753130949,9.2370555648813e-13
inhale,80,18.794824953135,6.1582503564363,-1.4210854715202e-14
inhale,90,18.794824953135,6.4120385942031,-9.9475983006414e-13
inhale,110,18.794824953135,5.9532910156969,0
inhale,120,18.794824953135,6.2383327094973,-1.2434497875802e-12
inhale,130,18.794824953135,6.5837276612636,1.9895196601283e-13
inhale,140,18.794824953135,5.5121472982605,0
inhale,50,18.818712956997,4.9696004120677,-1.4921397450962e-12
inhale,60,18.818712956997,5.8987034959697,2.8421709430404e-14
inhale,70,18.818712956997,6.7443180502888,9.6633812063374e-13
inhale,80,18.818712956997,6.1580789507145,2.8421709430404e-14
inhale,90,18.818712956997,6.4117826089566,-9.5212726591853e-13
inhale,110,18.818712956997,5.952970105204,1.4210854715202e-14
inhale,120,18.818712956997,6.2378870048608,-1.2505552149378e-12
inhale,130,18.818712956997,6.5831786827368,1.9895196601283e-13
inhale,140,18.818712956997,5.5116661513963,1.4210854715202e-14
inhale,50,18.842600960858,4.9695600347105,-1.477928890381e-12
inhale,60,18.842600960858,5.8986226295033,4.2632564145606e-14
inhale,70,18.842600960858,6.7441610891625,9.2370555648813e-13
inhale,80,18.842600960858,6.1579078812292,-2.8421709430404e-14
inhale,90,18.842600960858,6.4115271320699,-9.3791641120333e-13
inhale,110,18.842600960858,5.9526498550118,0
inhale,120,18.842600960858,6.2374422365182,-1.2150280781498e-12
inhale,130,18.842600960858,6.5826308724494,2.2026824808563e-13
inhale,140,18.842600960858,5.5111860659394,-3.5527136788005e-14
inhale,50,18.86648896472,4.9695197367457,-1.5063505998114e-12
inhale,60,18.86648896472,5.8985419190754,2.8421709430404e-14
inhale,70,18.86648896472,6.7440044288123,9.3791641120333e-13
inhale,80,18.86648896472,6.1577371469524,1.4210854715202e-14
inhale,90,18.86648896472,6.4112721619727,-9.2370555648813e-13
inhale,110,18.86648896472,5.952330263013,-1.4210854715202e-14
inhale,120,18.86648896472,6.2369984014264,-1.229238932865e-12
inhale,130,18.86648896472,6.5820842265617,2.0605739337043e-13
inhale,140,18.86648896472,5.5107070382796,-7.105427357601e-15
inhale,50,18.890376968582,4.96947951793,-1.477928890381e-12
inhale,60,18.890376968582,5.8984613642157,2.8421709430404e-14
inhale,70,18.890376968582,6.7438480683383,9.6633812063374e-13
inhale,80,18.890376968582,6.1575667468606,0
inhale,90,18.890376968582,6.4110176971014,-9.3791641120333e-13
inhale,110,18.890376968582,5.9520113271097,0
inhale,120,18.890376968582,6.2365554965558,-1.2363443602226e-12
inhale,130,18.890376968582,6.5815387412517,2.2737367544323e-13
inhale,140,18.890376968582,5.5102290648234,0
inhale,50,18.914264972444,4.9694393780212,-1.4637180356658e-12
inhale,60,18.914264972444,5.8983809644562,2.8421709430404e-14
inhale,70,18.914264972444,6.7436920068443,9.6633812063374e-13
inhale,80,18.914264972444,6.1573966799346,1.4210854715202e-14
inhale,90,18.914264972444,6.4107637358991,-9.6633812063374e-13
inhale,110,18.914264972444,5.9516930452135,0
inhale,120,18.914264972444,6.2361135188905,-1.229238932865e-12
inhale,130,18.914264972444,6.5809944127146,2.2737367544323e-13
inhale,140,18.914264972444,5.5097521419942,-4.2632564145606e-14
inhale,50,18.938152976306,4.9693993167782,-1.4921397450962e-12
inhale,60,18.938152976306,5.8983007193303,-2.8421709430404e-14
inhale,70,18.938152976306,6.7435362434379,9.3791641120333e-13
inhale,80,18.938152976306,6.1572269451595,-1.4210854715202e-14
inhale,90,18.938152976306,6.4105102768157,-9.5212726591853e-13
inhale,110,18.938152976306,5.9513754152448,1.4210854715202e-14
inhale,120,18.938152976306,6.235672465428,-1.2150280781498e-12
inhale,130,18.938152976306,6.5804512371627,2.0605739337043e-13
inhale,140,18.938152976306,5.5092762662319,7.105427357601e-15
inhale,50,18.962040980167,4.9693593339606,-1.5063505998114e-12
inhale,60,18.962040980167,5.8982206283739,1.4210854715202e-14
inhale,70,18.962040980167,6.7433807772305,9.5212726591853e-13
inhale,80,18.962040980167,6.1570575415248,-4.2632564145606e-14
inhale,90,18.962040980167,6.4102573183076,-9.5212726591853e-13
inhale,110,18.962040980167,5.9510584351335,-1.4210854715202e-14
inhale,120,18.962040980167,6.2352323331794,-1.2150280781498e-12
inhale,130,18.962040980167,6.5799092108253,2.0605739337043e-13
inhale,140,18.962040980167,5.5088014339929,0
inhale,50,18.985928984029,4.9693194293295,-1.5063505998114e-12
inhale,60,18.985928984029,5.8981406911245,-2.8421709430404e-14
inhale,70,18.985928984029,6.7432256073371,9.6633812063374e-13
inhale,80,18.985928984029,6.1568884680242,-2.8421709430404e-14
inhale,90,18.985928984029,6.4100048588379,-9.6633812063374e-13
inhale,110,18.985928984029,5.9507421028183,-2.8421709430404e-14
inhale,120,18.985928984029,6.2347931191689,-1.2079226507922e-12
inhale,130,18.985928984029,6.5793683299488,2.1316282072803e-13
inhale,140,18.985928984029,5.5083276417501,1.4210854715202e-14
inhale,50,19.009816987891,4.9692796026466,-1.5063505998114e-12
inhale,60,19.009816987891,5.8980609071218,2.8421709430404e-14
inhale,70,19.009816987891,6.7430707328763,9.5212726591853e-13
inhale,80,19.009816987891,6.1567197236558,0
inhale,90,19.009816987891,6.4097528968763,-9.3791641120333e-13
inhale,110,19.009816987891,5.9504264162472,-1.4210854715202e-14
inhale,120,19.009816987891,6.2343548204341,-1.1866063687194e-12
inhale,130,19.009816987891,6.5788285907966,2.0605739337043e-13
inhale,140,19.009816987891,5.5078548859927,0
inhale,50,19.033704991753,4.9692398536749,-1.477928890381e-12
inhale,60,19.033704991753,5.8979812759072,1.4210854715202e-14
inhale,70,19.033704991753,6.7429161529708,9.9475983006414e-13
inhale,80,19.033704991753,6.1565513074218,2.8421709430404e-14
inhale,90,19.033704991753,6.4095014308989,-9.3791641120333e-13
inhale,110,19.033704991753,5.950111373377,0
inhale,120,19.033704991753,6.2339174340256,-1.193711796077e-12
inhale,130,19.033704991753,6.5782899896484,2.0605739337043e-13
inhale,140,19.033704991753,5.5073831632261,-7.105427357601e-15
inhale,50,19.057592995614,4.9692001821782,-1.5205614545266e-12
inhale,60,19.057592995614,5.8979017970242,2.8421709430404e-14
inhale,70,19.057592995614,6.7427618667464,9.8054897534894e-13
inhale,80,19.057592995614,6.1563832183287,1.4210854715202e-14
inhale,90,19.057592995614,6.4092504593883,-9.0949470177293e-13
inhale,110,19.057592995614,5.9497969721735,0
inhale,120,19.057592995614,6.2334809570073,-1.193711796077e-12
inhale,130,19.057592995614,6.5777525228012,2.2026824808563e-13
inhale,140,19.057592995614,5.506912469972,-2.1316282072803e-14
inhale,50,19.081480999476,4.9691605879215,-1.5063505998114e-12
inhale,60,19.081480999476,5.8978224700181,-1.4210854715202e-14
inhale,70,19.081480999476,6.7426078733329,9.8054897534894e-13
inhale,80,19.081480999476,6.1562154553872,-1.4210854715202e-14
inhale,90,19.081480999476,6.4089999808338,-9.2370555648813e-13
inhale,110,19.081480999476,5.9494832106114,0
inhale,120,19.081480999476,6.2330453864561,-1.1866063687194e-12
inhale,130,19.081480999476,6.577216186568,2.1316282072803e-13
inhale,140,19.081480999476,5.5064428027678,1.4210854715202e-14
inhale,50,19.105369003338,4.9691210706707,-1.5063505998114e-12
inhale,60,19.105369003338,5.8977432944361,-2.8421709430404e-14
inhale,70,19.105369003338,6.7424541718636,9.9475983006414e-13
inhale,80,19.105369003338,6.1560480176121,2.8421709430404e-14
inhale,90,19.105369003338,6.4087499937308,-9.2370555648813e-13
inhale,110,19.105369003338,5.9491700866744,-1.4210854715202e-14
inhale,120,19.105369003338,6.2326107194618,-1.1652900866466e-12
inhale,130,19.105369003338,6.5766809772788,2.0605739337043e-13
inhale,140,19.105369003338,5.5059741581672,-7.105427357601e-15
inhale,50,19.1292570072,4.9690816301925,-1.5063505998114e-12
inhale,60,19.1292570072,5.8976642698274,0
inhale,70,19.1292570072,6.7423007614754,9.8054897534894e-13
inhale,80,19.1292570072,6.1558809040225,5.6843418860808e-14
inhale,90,19.1292570072,6.4085004965814,-8.9528384705773e-13
inhale,110,19.1292570072,5.9488575983546,-1.4210854715202e-14
inhale,120,19.1292570072,6.232176953127,-1.1652900866466e-12
inhale,130,19.1292570072,6.5761468912796,2.2026824808563e-13
inhale,140,19.1292570072,5.5055065327397,-7.105427357601e-15
inhale,50,19.153145011061,4.9690422662549,-1.4921397450962e-12
inhale,60,19.153145011061,5.8975853957429,4.2632564145606e-14
inhale,70,19.153145011061,6.7421476413088,1.0089706847793e-12
inhale,80,19.153145011061,6.1557141136414,0
inhale,90,19.153145011061,6.4082514878938,-8.8107299234252e-13
inhale,110,19.153145011061,5.9485457436533,0
inhale,120,19.153145011061,6.2317440845672,-1.158184659289e-12
inhale,130,19.153145011061,6.5756139249329,2.2026824808563e-13
inhale,140,19.153145011061,5.5050399230703,-2.8421709430404e-14
inhale,50,19.177033014923,4.9690029786266,-1.4921397450962e-12
inhale,60,19.177033014923,5.8975066717356,-2.8421709430404e-14
inhale,70,19.177033014923,6.7419948105079,9.8054897534894e-13
inhale,80,19.177033014923,6.1555476454961,-1.4210854715202e-14
inhale,90,19.177033014923,6.4080029661826,-8.9528384705773e-13
inhale,110,19.177033014923,5.9482345205801,0
inhale,120,19.177033014923,6.2313121109108,-1.158184659289e-12
inhale,130,19.177033014923,6.5750820746174,2.3447910280083e-13
inhale,140,19.177033014923,5.5045743257599,0
inhale,50,19.200921018785,4.9689637670776,-1.477928890381e-12
inhale,60,19.200921018785,5.8974280973601,1.4210854715202e-14
inhale,70,19.200921018785,6.7418422682202,9.5212726591853e-13
inhale,80,19.200921018785,6.155381498618,-1.4210854715202e-14
inhale,90,19.200921018785,6.4077549299688,-9.0949470177293e-13
inhale,110,19.200921018785,5.9479239271536,2.8421709430404e-14
inhale,120,19.200921018785,6.2308810292985,-1.1297629498586e-12
inhale,130,19.200921018785,6.5745513367279,2.1316282072803e-13
inhale,140,19.200921018785,5.5041097374251,-7.105427357601e-15
inhale,50,19.224809022647,4.9689246313786,-1.4921397450962e-12
inhale,60,19.224809022647,5.8973496721731,0
inhale,70,19.224809022647,6.7416900135969,9.5212726591853e-13
inhale,80,19.224809022647,6.1552156720424,-2.8421709430404e-14
inhale,90,19.224809022647,6.4075073777795,-8.5265128291212e-13
inhale,110,19.224809022647,5.9476139614007,-1.4210854715202e-14
inhale,120,19.224809022647,6.230450836884,-1.1439738045738e-12
inhale,130,19.224809022647,6.5740217076752,2.2737367544323e-13
inhale,140,19.224809022647,5.5036461546977,7.105427357601e-15
inhale,50,19.248697026508,4.9688855713012,-1.4921397450962e-12
inhale,60,19.248697026508,5.8972713957329,-2.8421709430404e-14
inhale,70,19.248697026508,6.7415380457925,9.8054897534894e-13
inhale,80,19.248697026508,6.1550501648087,-2.8421709430404e-14
inhale,90,19.248697026508,6.4072603081481,-8.6686213762732e-13
inhale,110,19.248697026508,5.947304621357,2.8421709430404e-14
inhale,120,19.248697026508,6.2300215308332,-1.1084466677858e-12
inhale,130,19.248697026508,6.5734931838861,2.2026824808563e-13
inhale,140,19.248697026508,5.503183574225,-7.105427357601e-15
inhale,50,19.27258503037,4.9688465866183,-1.477928890381e-12
inhale,60,19.27258503037,5.8971932675998,0
inhale,70,19.27258503037,6.7413863639651,9.8054897534894e-13
inhale,80,19.27258503037,6.1548849759605,0
inhale,90,19.27258503037,6.4070137196142,-8.8107299234252e-13
inhale,110,19.27258503037,5.9469959050665,-2.8421709430404e-14
inhale,120,19.27258503037,6.2295931083245,-1.1297629498586e-12
inhale,130,19.27258503037,6.5729657618031,2.3447910280083e-13
inhale,140,19.27258503037,5.5027219926696,-7.105427357601e-15
