point_id,kind,model,rho1,rho2,L_mm,Z,dZ_dlogrho1,dZ_dlogrho2,relative_residual,reciprocity_abs,elapsed_seconds
ct_k2,directcheck,variable_transverse,1.76462858485484,19.6230589025384,50,30.7265609654441,30.5083857616288,0.0969777309513392,1.87017233132061e-10,0,1.5968821
ct_k2,directcheck,variable_transverse,1.76462858485484,19.6230589025384,60,30.191362570405,30.3644133051268,0.15067143076263,3.60998210880775e-10,2.1316282072803e-14,3.1477172
ct_k2,directcheck,variable_transverse,1.76462858485484,19.6230589025384,70,23.5874599006189,23.4466267468339,0.181397370679108,3.41551544243556e-10,1.4210854715202e-14,4.6785948
ct_k2,directcheck,variable_transverse,1.76462858485484,19.6230589025384,80,24.5477983185117,24.3177770060575,0.234774605395945,2.89508140564093e-10,7.105427357601e-15,6.1953379
ct_k2,directcheck,variable_transverse,1.76462858485484,19.6230589025384,90,21.1587728239776,20.8424470111717,0.278881382065848,4.56704835806453e-10,3.5527136788005e-15,7.7608547
ct_k2,directcheck,variable_transverse,1.76462858485484,19.6230589025384,110,19.9545375900305,19.7441481251799,0.368044101477737,3.53740650479416e-10,7.105427357601e-15,9.2344068
ct_k2,directcheck,variable_transverse,1.76462858485484,19.6230589025384,120,18.6628765703823,18.2200131547829,0.427514345040965,4.82681553818728e-10,7.105427357601e-15,10.7811723
ct_k2,directcheck,variable_transverse,1.76462858485484,19.6230589025384,130,17.2750666083417,16.8448115572864,0.441468278404266,4.7640333908662e-10,7.105427357601e-15,12.3008889
ct_k2,directcheck,variable_transverse,1.76462858485484,19.6230589025384,140,16.884326406425,16.4218796295475,0.491048695442497,6.92454314021536e-10,3.5527136788005e-15,13.8978705
ct_k3,directcheck,variable_transverse,1.76462274447874,19.6576192828282,50,30.7266305311435,30.5085799032493,0.0968537837647903,1.8946986689919e-10,0,1.5055971
ct_k3,directcheck,variable_transverse,1.76462274447874,19.6576192828282,60,30.1915270350528,30.3647689454348,0.150479868469511,1.95124785245725e-10,7.105427357601e-15,3.0448617
ct_k3,directcheck,variable_transverse,1.76462274447874,19.6576192828282,70,23.5877012938874,23.4470994153541,0.181166904702786,1.29354878690974e-10,1.77635683940025e-14,4.6439778
ct_k3,directcheck,variable_transverse,1.76462274447874,19.6576192828282,80,24.5481306967259,24.3184056466585,0.234477144236961,3.56886545924713e-10,7.105427357601e-15,6.2910228
