point_id,k,kind,max_spline_Z_error_ohm,selected_direct_rmse_ohm,selected_spline_rmse_ohm,selected_rmse_change_ohm
ct_k2,2,ct_reference,0.00523342561921325,0.0039229353648297625,3.552713678800501e-15,0.00392293536482621
ct_k3,3,ct_reference,0.0052339346706666845,0.003530909185113366,0.0007074808867405475,0.0028234282983728184
ct_k5,5,ct_reference,0.005232804472331765,0.00384139715870819,0.0008858415999396033,0.002955555558768587
ct_k9,9,ct_reference,0.005230214605646211,0.003900478735691262,0.0014094533548761803,0.0024910253808150817
inhale_k2,2,real,0.0009481755973155259,2.559589686272713,2.559713182634395,0.00012349636168185185
inhale_k9,9,real,0.011919462945485293,7.12052255462564,7.120281631588608,0.00024092303703149298
exhale_k2,2,real,0.001621200659258193,1.3299487821843352,1.3301775941798886,0.0002288119955533574
exhale_k9,9,real,0.007416768851854272,6.4377095599121335,6.437679871547753,2.9688364380220378e-05
