request_id,kind,quadrature_points,frequency_hz,state,model,rho1,rho2,rho_bone,rho_heart,rho_fat,L_mm,Z,relative_residual,reciprocity_abs
q1024_100000_exhale_ts_with_fat,literature,1024,100000,exhale,ts_with_fat,2.76358599815597,3.68169408073288,48.0976735255785,4.64880905754772,23.040605218284,130,31.9947587168864,3.71074637427135e-10,7.105427357601e-15
q1024_100000_exhale_ts_with_fat,literature,1024,100000,exhale,ts_with_fat,2.76358599815597,3.68169408073288,48.0976735255785,4.64880905754772,23.040605218284,140,29.1187814131605,3.92963459859706e-10,7.105427357601e-15
q4096_50000_inhale_ts_without_fat,literature,4096,50000,inhale,ts_without_fat,2.84229947307531,9.74127148952717,48.4451260579635,5.11678442048387,23.1086075206695,50,49.5149352523896,1.64260436717508e-10,1.4210854715202e-14
q4096_50000_inhale_ts_without_fat,literature,4096,50000,inhale,ts_without_fat,2.84229947307531,9.74127148952717,48.4451260579635,5.11678442048387,23.1086075206695,60,49.0364614271474,2.60434182704198e-10,7.105427357601e-15
q4096_50000_inhale_ts_without_fat,literature,4096,50000,inhale,ts_without_fat,2.84229947307531,9.74127148952717,48.4451260579635,5.11678442048387,23.1086075206695,70,38.2010957889253,2.41033982574286e-10,1.4210854715202e-14
q4096_50000_inhale_ts_without_fat,literature,4096,50000,inhale,ts_without_fat,2.84229947307531,9.74127148952717,48.4451260579635,5.11678442048387,23.1086075206695,80,39.7531531513339,3.76532047198441e-10,1.4210854715202e-14
q4096_50000_inhale_ts_without_fat,literature,4096,50000,inhale,ts_without_fat,2.84229947307531,9.74127148952717,48.4451260579635,5.11678442048387,23.1086075206695,90,34.2791022230949,3.61331149111453e-10,0
q4096_50000_inhale_ts_without_fat,literature,4096,50000,inhale,ts_without_fat,2.84229947307531,9.74127148952717,48.4451260579635,5.11678442048387,23.1086075206695,110,32.4986785020541,3.52013680377683e-10,7.105427357601e-15
q4096_50000_inhale_ts_without_fat,literature,4096,50000,inhale,ts_without_fat,2.84229947307531,9.74127148952717,48.4451260579635,5.11678442048387,23.1086075206695,120,30.2865877920327,4.1143966396821e-10,3.5527136788005e-15
q4096_50000_inhale_ts_without_fat,literature,4096,50000,inhale,ts_without_fat,2.84229947307531,9.74127148952717,48.4451260579635,5.11678442048387,23.1086075206695,130,28.0689503896235,5.68926767454708e-10,0
q4096_50000_inhale_ts_without_fat,literature,4096,50000,inhale,ts_without_fat,2.84229947307531,9.74127148952717,48.4451260579635,5.11678442048387,23.1086075206695,140,27.4803154574929,4.43866921213396e-10,1.06581410364015e-14
q4096_50000_inhale_ts_with_fat,literature,4096,50000,inhale,ts_with_fat,2.84229947307531,9.74127148952717,48.4451260579635,5.11678442048387,23.1086075206695,50,82.5755409913383,8.64515983547155e-11,2.8421709430404e-14
q4096_50000_inhale_ts_with_fat,literature,4096,50000,inhale,ts_with_fat,2.84229947307531,9.74127148952717,48.4451260579635,5.11678442048387,23.1086075206695,60,77.1082307165139,1.41967952363178e-10,5.6843418860808e-14
q4096_50000_inhale_ts_with_fat,literature,4096,50000,inhale,ts_with_fat,2.84229947307531,9.74127148952717,48.4451260579635,5.11678442048387,23.1086075206695,70,53.500740637334,1.47454068070251e-10,1.4210854715202e-14
q4096_50000_inhale_ts_with_fat,literature,4096,50000,inhale,ts_with_fat,2.84229947307531,9.74127148952717,48.4451260579635,5.11678442048387,23.1086075206695,80,56.1305295094287,1.25095311333719e-10,2.1316282072803e-14
q4096_50000_inhale_ts_with_fat,literature,4096,50000,inhale,ts_with_fat,2.84229947307531,9.74127148952717,48.4451260579635,5.11678442048387,23.1086075206695,90,44.2112611184698,1.68030446390896e-10,1.4210854715202e-14
q4096_50000_inhale_ts_with_fat,literature,4096,50000,inhale,ts_with_fat,2.84229947307531,9.74127148952717,48.4451260579635,5.11678442048387,23.1086075206695,110,43.6522084962343,1.91629501945478e-10,0
q4096_50000_inhale_ts_with_fat,literature,4096,50000,inhale,ts_with_fat,2.84229947307531,9.74127148952717,48.4451260579635,5.11678442048387,23.1086075206695,120,38.6500384985992,2.45533159980932e-10,1.4210854715202e-14
q4096_50000_inhale_ts_with_fat,literature,4096,50000,inhale,ts_with_fat,2.84229947307531,9.74127148952717,48.4451260579635,5.11678442048387,23.1086075206695,130,35.876765768155,3.25243004033069e-10,7.105427357601e-15
q4096_50000_inhale_ts_with_fat,literature,4096,50000,inhale,ts_with_fat,2.84229947307531,9.74127148952717,48.4451260579635,5.11678442048387,23.1086075206695,140,33.2775507578497,1.75920332916199e-10,7.105427357601e-15
q4096_50000_exhale_ts_without_fat,literature,4096,50000,exhale,ts_without_fat,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,23.1086075206695,50,49.0809526617027,1.27146942355949e-10,2.1316282072803e-14
q4096_50000_exhale_ts_without_fat,literature,4096,50000,exhale,ts_without_fat,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,23.1086075206695,60,48.3661298047045,1.42892062018574e-10,7.105427357601e-15
q4096_50000_exhale_ts_without_fat,literature,4096,50000,exhale,ts_without_fat,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,23.1086075206695,70,37.3913165413394,1.87761763970703e-10,1.4210854715202e-14
q4096_50000_exhale_ts_without_fat,literature,4096,50000,exhale,ts_without_fat,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,23.1086075206695,80,38.7112083972919,1.40751509541335e-10,7.105427357601e-15
q4096_50000_exhale_ts_without_fat,literature,4096,50000,exhale,ts_without_fat,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,23.1086075206695,90,33.0381487424349,2.23436965321758e-10,0
q4096_50000_exhale_ts_without_fat,literature,4096,50000,exhale,ts_without_fat,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,23.1086075206695,110,30.8494137338129,2.05069031394561e-10,1.06581410364015e-14
q4096_50000_exhale_ts_without_fat,literature,4096,50000,exhale,ts_without_fat,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,23.1086075206695,120,28.3667638483598,1.9855576021812e-10,1.06581410364015e-14
q4096_50000_exhale_ts_without_fat,literature,4096,50000,exhale,ts_without_fat,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,23.1086075206695,130,26.0608920022345,4.70744180603094e-10,0
q4096_50000_exhale_ts_without_fat,literature,4096,50000,exhale,ts_without_fat,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,23.1086075206695,140,25.2191300283148,2.65904485582985e-10,2.1316282072803e-14
q4096_50000_exhale_ts_with_fat,literature,4096,50000,exhale,ts_with_fat,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,23.1086075206695,50,81.942273757631,3.74976618281304e-11,1.4210854715202e-14
q4096_50000_exhale_ts_with_fat,literature,4096,50000,exhale,ts_with_fat,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,23.1086075206695,60,76.084114022643,1.26598921742107e-10,4.2632564145606e-14
q4096_50000_exhale_ts_with_fat,literature,4096,50000,exhale,ts_with_fat,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,23.1086075206695,70,52.2888766266843,1.93751238184191e-10,2.8421709430404e-14
q4096_50000_exhale_ts_with_fat,literature,4096,50000,exhale,ts_with_fat,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,23.1086075206695,80,54.5961805051385,9.9281407108524e-11,7.105427357601e-15
q4096_50000_exhale_ts_with_fat,literature,4096,50000,exhale,ts_with_fat,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,23.1086075206695,90,42.3676591768074,1.05319588572761e-10,7.105427357601e-15
