request_id_fine,kind_fine,quadrature_points_fine,frequency_hz,state,model,rho1_fine,rho2_fine,rho_bone_fine,rho_heart_fine,rho_fat_fine,L_mm,Z_fine,relative_residual_fine,reciprocity_abs_fine,request_id_coarse,kind_coarse,quadrature_points_coarse,rho1_coarse,rho2_coarse,rho_bone_coarse,rho_heart_coarse,rho_fat_coarse,Z_coarse,relative_residual_coarse,reciprocity_abs_coarse,difference_ohm,difference_pct,within_numeric_tolerance
q4096_50000_exhale_ts_without_fat,literature,4096,50000,exhale,ts_without_fat,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,23.1086075206695,110,30.8494137338129,2.05069031394561e-10,1.0658141036401501e-14,q1024_50000_exhale_ts_without_fat,literature,1024,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,23.1086075206695,30.8494312924807,4.4936235852856005e-10,1.0658141036401501e-14,-1.755866779973303e-05,-5.691734679705639e-05,True
q4096_50000_exhale_ts_without_fat,literature,4096,50000,exhale,ts_without_fat,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,23.1086075206695,120,28.3667638483598,1.9855576021812002e-10,1.0658141036401501e-14,q1024_50000_exhale_ts_without_fat,literature,1024,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,23.1086075206695,28.3668542907274,2.8999755787516e-10,1.4210854715202e-14,-9.044236760047397e-05,-0.0003188321659952179,True
q4096_50000_exhale_ts_without_fat,literature,4096,50000,exhale,ts_without_fat,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,23.1086075206695,130,26.0608920022345,4.707441806030941e-10,0.0,q1024_50000_exhale_ts_without_fat,literature,1024,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,23.1086075206695,26.0610626344328,4.39712325452666e-10,7.105427357601e-15,-0.00017063219830149023,-0.0006547442746275146,True
q4096_50000_exhale_ts_without_fat,literature,4096,50000,exhale,ts_without_fat,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,23.1086075206695,140,25.2191300283148,2.65904485582985e-10,2.1316282072803e-14,q1024_50000_exhale_ts_without_fat,literature,1024,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,23.1086075206695,25.2193969885428,2.57646272463164e-10,1.77635683940025e-14,-0.00026696022800010155,-0.001058562399656022,True
q4096_50000_exhale_ts_with_fat,literature,4096,50000,exhale,ts_with_fat,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,23.1086075206695,50,81.942273757631,3.74976618281304e-11,1.4210854715202e-14,q1024_50000_exhale_ts_with_fat,literature,1024,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,23.1086075206695,82.0232162498488,1.24102352995792e-10,1.4210854715202e-14,-0.08094249221780103,-0.0987798952921576,True
q4096_50000_exhale_ts_with_fat,literature,4096,50000,exhale,ts_with_fat,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,23.1086075206695,60,76.084114022643,1.26598921742107e-10,4.2632564145606e-14,q1024_50000_exhale_ts_with_fat,literature,1024,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,23.1086075206695,76.1463321822098,1.37637589163057e-10,0.0,-0.06221815956679677,-0.08177549330242623,True
q4096_50000_exhale_ts_with_fat,literature,4096,50000,exhale,ts_with_fat,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,23.1086075206695,70,52.2888766266843,1.93751238184191e-10,2.8421709430404e-14,q1024_50000_exhale_ts_with_fat,literature,1024,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,23.1086075206695,52.3305894899176,1.66609539633202e-10,0.0,-0.04171286323330037,-0.07977387529494805,True
q4096_50000_exhale_ts_with_fat,literature,4096,50000,exhale,ts_with_fat,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,23.1086075206695,80,54.5961805051385,9.9281407108524e-11,7.105427357601e-15,q1024_50000_exhale_ts_with_fat,literature,1024,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,23.1086075206695,54.6176279051548,1.9456757072655002e-10,2.8421709430404e-14,-0.02144740001629941,-0.03928370046743621,True
q4096_50000_exhale_ts_with_fat,literature,4096,50000,exhale,ts_with_fat,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,23.1086075206695,90,42.3676591768074,1.05319588572761e-10,7.105427357601e-15,q1024_50000_exhale_ts_with_fat,literature,1024,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,23.1086075206695,42.3771577518478,1.69403111491356e-10,7.105427357601e-15,-0.009498575040396418,-0.02241940013904771,True
q4096_50000_exhale_ts_with_fat,literature,4096,50000,exhale,ts_with_fat,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,23.1086075206695,110,41.1792786317837,1.6453033724506601e-10,3.5527136788004997e-14,q1024_50000_exhale_ts_with_fat,literature,1024,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,23.1086075206695,41.1745844737692,2.74244032942971e-10,0.0,0.0046941580145016815,0.01139932065463273,True
