state,L_mm,rho1,rho2,branch_index,residual_ohm,within_literature_bounds
inhale,50,5.1228330233081927,0.66834391756861466,0,-2.8421709430404007e-14,False
inhale,50,5.1224440334397112,0.67608297539198192,0,-4.2632564145606011e-14,False
inhale,50,5.122052588252334,0.68391164728142928,0,-5.6843418860808015e-14,False
inhale,50,5.1216586862747535,0.69183097091893642,0,-1.4210854715202004e-14,False
inhale,50,5.1212623260495134,0.69984199600227348,0,-4.2632564145606011e-14,False
inhale,50,5.1208635061331167,0.70794578438413791,0,1.4210854715202004e-14,False
inhale,50,5.1204622250961407,0.71614341021290195,0,0,False
inhale,50,5.1200584815233485,0.72443596007499,0,-5.6843418860808015e-14,False
inhale,50,5.1196522740138191,0.73282453313890406,0,-4.2632564145606011e-14,False
inhale,50,5.1192436011810347,0.74131024130091749,0,-4.2632564145606011e-14,False
inhale,50,5.1188324616530219,0.74989420933245587,0,-2.8421709430404007e-14,False
inhale,50,5.1184188540724493,0.75857757502918377,0,0,False
inhale,50,5.1180027770967547,0.76736148936181892,0,2.8421709430404007e-14,False
inhale,50,5.1175842293982443,0.77624711662869172,0,0,False
inhale,50,5.1171632096642252,0.78523563461007184,0,-2.8421709430404007e-14,False
inhale,50,5.1167397165971114,0.79432823472428149,0,2.8421709430404007e-14,False
inhale,50,5.1163137489145241,0.80352612218561725,0,1.4210854715202004e-14,False
inhale,50,5.115885305349444,0.81283051616409929,0,1.4210854715202004e-14,False
inhale,50,5.1154543846502856,0.82224264994707119,0,-2.8421709430404007e-14,False
inhale,50,5.1150209855810349,0.83176377110267108,0,1.4210854715202004e-14,False
inhale,50,5.1145851069213588,0.84139514164519513,0,1.4210854715202004e-14,False
inhale,50,5.1141467474667213,0.85113803820237655,0,-2.8421709430404007e-14,False
inhale,50,5.1137059060284953,0.86099375218460072,0,1.4210854715202004e-14,False
inhale,50,5.1132625816539283,0.87096358995608081,0,0,False
inhale,50,5.1128167784626894,0.88104887300801427,0,-1.4210854715202004e-14,False
inhale,50,5.1123685056452164,0.89125093813374567,0,-1.4210854715202004e-14,False
inhale,50,5.1119177726252349,0.90157113760595708,0,-1.4210854715202004e-14,False
inhale,50,5.1114645888399224,0.91201083935590965,0,-1.4210854715202004e-14,False
inhale,50,5.1110089637399438,0.92257142715476315,0,-2.8421709430404007e-14,False
inhale,50,5.1105509067894959,0.93325430079699101,0,0,False
inhale,50,5.1100904274663455,0.94406087628592328,0,-4.2632564145606011e-14,False
inhale,50,5.1096275352618665,0.95499258602143589,0,0,False
inhale,50,5.1091622396810719,0.96605087898981334,0,1.4210854715202004e-14,False
inhale,50,5.1086945502426504,0.97723722095581067,0,0,False
inhale,50,5.1082244764790055,0.98855309465693886,0,-1.4210854715202004e-14,False
inhale,50,5.107752027936292,1,0,1.4210854715202004e-14,False
inhale,50,5.1072772141744327,1.0115794542598988,0,-1.4210854715202004e-14,False
inhale,50,5.1068000447671693,1.0232929922807541,0,1.4210854715202004e-14,False
inhale,50,5.1063205293020806,1.0351421666793441,0,0,False
inhale,50,5.1058386773806124,1.0471285480508996,0,1.4210854715202004e-14,False
inhale,50,5.1053544986181141,1.0592537251772887,0,-1.4210854715202004e-14,False
inhale,50,5.1048680026438689,1.0715193052376064,0,0,False
inhale,50,5.1043791991011043,1.0839269140212033,0,4.2632564145606011e-14,False
inhale,50,5.1038880976470331,1.0964781961431851,0,1.4210854715202004e-14,False
inhale,50,5.1033947079528765,1.1091748152624008,0,0,False
inhale,50,5.1028990397038836,1.1220184543019636,0,1.4210854715202004e-14,False
inhale,50,5.1024011025993605,1.1350108156723149,0,2.8421709430404007e-14,False
