point_id,kind,rho1,rho2
g04_09,grid,0.58480354764257325,4.8696752516586308
g04_10,grid,0.58480354764257325,7.4989420933245583
g04_11,grid,0.58480354764257325,11.547819846894582
g04_12,grid,0.58480354764257325,17.782794100389228
g04_13,grid,0.58480354764257325,27.384196342643612
g04_14,grid,0.58480354764257325,42.169650342858226
g04_15,grid,0.58480354764257325,64.938163157621133
g04_16,grid,0.58480354764257325,100
g05_00,grid,0.90941580610853023,0.10000000000000001
g05_01,grid,0.90941580610853023,0.15399265260594919
g05_02,grid,0.90941580610853023,0.23713737056616552
g05_03,grid,0.90941580610853023,0.36517412725483772
g05_04,grid,0.90941580610853023,0.56234132519034907
g05_05,grid,0.90941580610853023,0.86596432336006535
g05_06,grid,0.90941580610853023,1.333521432163324
g05_07,grid,0.90941580610853023,2.0535250264571463
g05_08,grid,0.90941580610853023,3.1622776601683795
g05_09,grid,0.90941580610853023,4.8696752516586308
g05_10,grid,0.90941580610853023,7.4989420933245583
g05_11,grid,0.90941580610853023,11.547819846894582
g05_12,grid,0.90941580610853023,17.782794100389228
g05_13,grid,0.90941580610853023,27.384196342643612
g05_14,grid,0.90941580610853023,42.169650342858226
g05_15,grid,0.90941580610853023,64.938163157621133
g05_16,grid,0.90941580610853023,100
g06_00,grid,1.4142135623730951,0.10000000000000001
g06_01,grid,1.4142135623730951,0.15399265260594919
g06_02,grid,1.4142135623730951,0.23713737056616552
g06_03,grid,1.4142135623730951,0.36517412725483772
g06_04,grid,1.4142135623730951,0.56234132519034907
g06_05,grid,1.4142135623730951,0.86596432336006535
g06_06,grid,1.4142135623730951,1.333521432163324
g06_07,grid,1.4142135623730951,2.0535250264571463
g06_08,grid,1.4142135623730951,3.1622776601683795
g06_09,grid,1.4142135623730951,4.8696752516586308
g06_10,grid,1.4142135623730951,7.4989420933245583
g06_11,grid,1.4142135623730951,11.547819846894582
g06_12,grid,1.4142135623730951,17.782794100389228
g06_13,grid,1.4142135623730951,27.384196342643612
g06_14,grid,1.4142135623730951,42.169650342858226
g06_15,grid,1.4142135623730951,64.938163157621133
g06_16,grid,1.4142135623730951,100
g07_00,grid,2.1992140301125578,0.10000000000000001
g07_01,grid,2.1992140301125578,0.15399265260594919
g07_02,grid,2.1992140301125578,0.23713737056616552
g07_03,grid,2.1992140301125578,0.36517412725483772
g07_04,grid,2.1992140301125578,0.56234132519034907
g07_05,grid,2.1992140301125578,0.86596432336006535
g07_06,grid,2.1992140301125578,1.333521432163324
g07_07,grid,2.1992140301125578,2.0535250264571463
g07_08,grid,2.1992140301125578,3.1622776601683795
g07_09,grid,2.1992140301125578,4.8696752516586308
g07_10,grid,2.1992140301125578,7.4989420933245583
g07_11,grid,2.1992140301125578,11.547819846894582
g07_12,grid,2.1992140301125578,17.782794100389228
g07_13,grid,2.1992140301125578,27.384196342643612
g07_14,grid,2.1992140301125578,42.169650342858226
g07_15,grid,2.1992140301125578,64.938163157621133
g07_16,grid,2.1992140301125578,100
g08_00,grid,3.419951893353395,0.10000000000000001
g08_01,grid,3.419951893353395,0.15399265260594919
g08_02,grid,3.419951893353395,0.23713737056616552
g08_03,grid,3.419951893353395,0.36517412725483772
g08_04,grid,3.419951893353395,0.56234132519034907
g08_05,grid,3.419951893353395,0.86596432336006535
g08_06,grid,3.419951893353395,1.333521432163324
g08_07,grid,3.419951893353395,2.0535250264571463
g08_08,grid,3.419951893353395,3.1622776601683795
g08_09,grid,3.419951893353395,4.8696752516586308
g08_10,grid,3.419951893353395,7.4989420933245583
g08_11,grid,3.419951893353395,11.547819846894582
g08_12,grid,3.419951893353395,17.782794100389228
g08_13,grid,3.419951893353395,27.384196342643612
g08_14,grid,3.419951893353395,42.169650342858226
g08_15,grid,3.419951893353395,64.938163157621133
g08_16,grid,3.419951893353395,100
g09_00,grid,5.3182958969449894,0.10000000000000001
g09_01,grid,5.3182958969449894,0.15399265260594919
g09_02,grid,5.3182958969449894,0.23713737056616552
g09_03,grid,5.3182958969449894,0.36517412725483772
g09_04,grid,5.3182958969449894,0.56234132519034907
g09_05,grid,5.3182958969449894,0.86596432336006535
g09_06,grid,5.3182958969449894,1.333521432163324
g09_07,grid,5.3182958969449894,2.0535250264571463
g09_08,grid,5.3182958969449894,3.1622776601683795
g09_09,grid,5.3182958969449894,4.8696752516586308
g09_10,grid,5.3182958969449894,7.4989420933245583
g09_11,grid,5.3182958969449894,11.547819846894582
