point_id,kind,model,rho1,rho2,L_mm,Z,dZ_dlogrho1,dZ_dlogrho2,relative_residual,reciprocity_abs,elapsed_seconds
fit_exhale_k2,directcheck_fit,variable_transverse,4.7951084735043,100,50,83.2423611843513,82.6370833840101,0.163215919448286,1.26088998786799e-10,1.4210854715202e-14,1.9530577
fit_exhale_k2,directcheck_fit,variable_transverse,4.7951084735043,100,60,83.0472418823126,83.511105142963,0.254399499747177,2.2982387079828e-10,0,4.0264413
fit_exhale_k2,directcheck_fit,variable_transverse,4.7951084735043,100,70,64.4014164402516,64.1066154115525,0.306460050751889,2.7841364607045e-10,1.4210854715202e-14,6.136739
fit_exhale_k2,directcheck_fit,variable_transverse,4.7951084735043,100,80,66.9929507736718,66.5259547070019,0.395237070145245,3.86889656475792e-10,1.4210854715202e-14,8.1627837
fit_exhale_k2,directcheck_fit,variable_transverse,4.7951084735043,100,90,57.7758367846466,57.2118581903869,0.470922423043809,4.22568953630872e-10,2.1316282072803e-14,10.3570485
fit_exhale_k2,directcheck_fit,variable_transverse,4.7951084735043,100,110,55.1758340428692,55.0251306479981,0.623783610290838,2.24730534920329e-10,0,12.4634088
fit_exhale_k2,directcheck_fit,variable_transverse,4.7951084735043,100,120,51.257866586725,50.4972822442947,0.722985157424721,3.55306659925294e-10,1.4210854715202e-14,14.5312825
fit_exhale_k2,directcheck_fit,variable_transverse,4.7951084735043,100,130,47.5728782546089,46.8494479013366,0.745266375114454,3.35740718144718e-10,2.8421709430404e-14,16.626522
fit_exhale_k2,directcheck_fit,variable_transverse,4.7951084735043,100,140,46.6328323193911,45.8850515642713,0.829153689873728,3.21938984727131e-10,0,18.6559759
fit_exhale_k4,directcheck_fit,variable_transverse,5.04374371421434,100,50,87.5261023115942,86.8757553737912,0.178766476884575,2.24541784620121e-10,1.4210854715202e-14,2.0738912
fit_exhale_k4,directcheck_fit,variable_transverse,5.04374371421434,100,60,87.377558038304,87.845557428989,0.278588633581336,2.3745536520578e-10,0,3.9609112
fit_exhale_k4,directcheck_fit,variable_transverse,5.04374371421434,100,70,67.7246302999649,67.3969580508338,0.335581436381819,2.78755537185508e-10,4.2632564145606e-14,6.1978041
fit_exhale_k4,directcheck_fit,variable_transverse,5.04374371421434,100,80,70.4413224109374,69.9300746297087,0.432662789084851,3.3915544364794e-10,0,8.0060689
fit_exhale_k4,directcheck_fit,variable_transverse,5.04374371421434,100,90,60.741158398803,60.1290933876887,0.515511744422278,3.2779303627352e-10,1.4210854715202e-14,9.839046
fit_exhale_k4,directcheck_fit,variable_transverse,5.04374371421434,100,110,58.0281854631214,57.8456228542913,0.682868527162751,5.36075689379547e-10,2.1316282072803e-14,11.6913414
fit_exhale_k4,directcheck_fit,variable_transverse,5.04374371421434,100,120,53.8744715121102,53.0439256556533,0.7912871669471,4.14856056362721e-10,0,13.6571982
fit_exhale_k4,directcheck_fit,variable_transverse,5.04374371421434,100,130,50.0003316019252,49.2067314301494,0.815733237237898,8.87815187730275e-10,1.4210854715202e-14,15.5204604
fit_exhale_k4,directcheck_fit,variable_transverse,5.04374371421434,100,140,49.0101610216843,48.1874910570938,0.907749379125936,3.86301624270828e-10,7.105427357601e-15,17.4554722
fit_exhale_k6,directcheck_fit,variable_transverse,5.25264371890047,99.9999999999998,50,91.1235049974742,90.4345256844338,0.192276661531303,4.11569443875837e-10,2.8421709430404e-14,1.9771403
fit_exhale_k6,directcheck_fit,variable_transverse,5.25264371890047,99.9999999999998,60,91.0159686713846,91.4864748666165,0.299599280377874,2.13262717103198e-10,4.2632564145606e-14,4.0122121
fit_exhale_k6,directcheck_fit,variable_transverse,5.25264371890047,99.9999999999998,70,70.5154737988516,70.1592695533481,0.36087441106993,3.16136008014943e-10,0,5.9772833
fit_exhale_k6,directcheck_fit,variable_transverse,5.25264371890047,99.9999999999998,80,73.3368843494812,72.7874295457191,0.465160253635361,2.7431323340218e-10,1.4210854715202e-14,7.7142384
fit_exhale_k6,directcheck_fit,variable_transverse,5.25264371890047,99.9999999999998,90,63.2307182521904,62.5770691597392,0.554228586077942,3.04722602637099e-10,7.105427357601e-15,9.4940926
fit_exhale_k6,directcheck_fit,variable_transverse,5.25264371890047,99.9999999999998,110,60.4234415317574,60.2125625563486,0.734175112305611,7.47748123466365e-10,1.4210854715202e-14,11.3300298
fit_exhale_k6,directcheck_fit,variable_transverse,5.25264371890047,99.9999999999998,120,56.0701924839291,55.1789653262818,0.850583464262923,3.09426832092194e-10,0,13.1528626
fit_exhale_k6,directcheck_fit,variable_transverse,5.25264371890047,99.9999999999998,130,52.0371193062099,51.182539170388,0.876914473488683,7.10821245168234e-10,7.105427357601e-15,14.9332564
fit_exhale_k6,directcheck_fit,variable_transverse,5.25264371890047,99.9999999999998,140,51.0046489837935,50.1167917804337,0.976004082944684,6.30684818542056e-10,7.105427357601e-15,16.7802356
fit_exhale_k8,directcheck_fit,variable_transverse,5.49787673418705,50.339190958534,50,95.1568691929952,94.2825945802572,0.34732079276258,2.51686893024453e-10,2.8421709430404e-14,1.8085877
fit_exhale_k8,directcheck_fit,variable_transverse,5.49787673418705,50.339190958534,60,94.9952092268162,95.2522859887574,0.539734020861141,1.43889969113278e-10,1.4210854715202e-14,3.6304574
